name,type,original_reads,reads,one_hits,failed,samples,rpm,count_table
hpgl0894,v0M1,0,14266054,13344012,434391,487651,0.0749399805695618,hpgl0894-v0M1.count.xz
hpgl0894,def,0,14266054,14127255,138799,0,0.0707851596081475,hpgl0894-def.count.xz
