# Copyright 2014. Michael A. DeJesus & Thomas R. Ioerger
# Version 1.21; http://saclab.tamu.edu/essentiality/
#
#Command used:	python /cbcb/sw/RedHat-7-x86_64/common/local/essentiality/1.0/bin/gumbelMH.py -f outputs/essentiality/hpgl0904-v0M1_gene_tas.txt -m 2 -s 1000
#FDR Corrected thresholds: 0.991 0.04
#MH Acceptance-Rate:	37.90%
#Total Iterations Performed:	22968
#Sample Size:	1000
#phi estimate:	0.709997
#Orf	k	n	r	s	zbar	Call
cds_SP5448_00005	2	106	58	666	1.000000	E
cds_SP5448_00010	2	102	88	992	1.000000	E
cds_SP5448_00015	1	15	14	174	0.914000	U
cds_SP5448_00020	16	80	12	184	0.001000	NE
cds_SP5448_00025	1	56	48	456	1.000000	E
cds_SP5448_00030	77	265	18	199	0.001000	NE
cds_SP5448_00035	6	30	9	66	0.001000	NE
cds_SP5448_00040	1	30	17	160	0.001000	NE
cds_SP5448_00050	33	128	13	116	0.001000	NE
cds_SP5448_00055	2	130	102	997	1.000000	E
cds_SP5448_00060	0	55	55	528	1.000000	E
cds_SP5448_00065	5	138	84	1225	1.000000	E
cds_SP5448_00070	9	156	56	475	1.000000	E
cds_SP5448_00080	54	91	9	134	0.000000	NE
cds_SP5448_00085	0	2	2	59	-1.000000	S
cds_SP5448_00090	65	186	9	156	0.000000	NE
cds_SP5448_00095	8	11	1	2	-1.000000	S
cds_SP5448_00100	2	4	1	2	-1.000000	S
cds_SP5448_00105	0	3	3	14	-1.000000	S
cds_SP5448_00110	1	5	4	56	-1.000000	S
cds_SP5448_00115	0	4	4	50	-1.000000	S
cds_SP5448_00120	1	4	3	47	-1.000000	S
cds_SP5448_00125	2	2	0	0	-1.000000	S
cds_SP5448_00130	1	3	1	2	-1.000000	S
cds_SP5448_00135	2	6	3	34	-1.000000	S
cds_SP5448_00140	1	3	1	2	-1.000000	S
cds_SP5448_00145	0	4	4	67	-1.000000	S
cds_SP5448_00150	1	6	5	58	-1.000000	S
cds_SP5448_00155	0	2	2	49	-1.000000	S
cds_SP5448_00160	2	5	3	40	-1.000000	S
cds_SP5448_00165	1	2	1	2	-1.000000	S
cds_SP5448_00170	1	4	3	14	-1.000000	S
cds_SP5448_00175	0	4	4	69	-1.000000	S
cds_SP5448_00180	0	5	5	74	-1.000000	S
cds_SP5448_00185	0	87	87	1180	1.000000	E
cds_SP5448_00190	1	61	42	639	1.000000	E
cds_SP5448_00195	6	65	17	183	0.001000	NE
cds_SP5448_00200	5	86	43	460	0.998000	E
cds_SP5448_00205	2	22	9	89	0.001000	NE
cds_SP5448_00210	11	48	10	131	0.001000	NE
cds_SP5448_00215	34	171	15	299	0.013000	NE
cds_SP5448_00220	29	95	12	177	0.001000	NE
cds_SP5448_00225	16	49	8	250	0.000000	NE
cds_SP5448_00230	10	29	4	122	0.000000	NE
cds_SP5448_00235	20	61	9	213	0.000000	NE
cds_SP5448_00240	35	92	6	97	0.000000	NE
cds_SP5448_00245	30	58	3	80	0.000000	NE
cds_SP5448_00250	3	17	7	191	0.000000	NE
cds_SP5448_00255	15	38	8	263	0.001000	NE
cds_SP5448_00260	61	173	10	81	0.000000	NE
cds_SP5448_00265	6	57	20	552	0.629000	U
cds_SP5448_00270	32	90	12	93	0.001000	NE
cds_SP5448_00280	10	78	14	178	0.001000	NE
cds_SP5448_00285	20	41	7	78	0.000000	NE
cds_SP5448_00290	5	38	11	121	0.001000	NE
cds_SP5448_00295	6	150	72	825	1.000000	E
cds_SP5448_00300	35	148	12	262	0.002000	NE
cds_SP5448_00305	23	67	11	133	0.001000	NE
cds_SP5448_00310	51	106	6	70	0.000000	NE
cds_SP5448_00315	1	13	11	202	0.007000	NE
cds_SP5448_00320	1	31	30	555	0.993000	E
cds_SP5448_00325	1	31	18	438	0.767000	U
cds_SP5448_00330	0	15	15	287	0.964000	U
cds_SP5448_00335	4	47	22	368	0.738000	U
cds_SP5448_00340	0	14	14	273	0.978000	U
cds_SP5448_00345	0	20	20	333	0.982000	U
cds_SP5448_00350	0	34	34	640	1.000000	E
cds_SP5448_00355	0	27	27	409	0.989000	U
cds_SP5448_00360	1	7	3	30	0.000000	NE
cds_SP5448_00365	0	22	22	252	0.996000	E
cds_SP5448_00370	0	21	21	333	0.982000	U
cds_SP5448_00375	0	22	22	298	0.999000	E
cds_SP5448_00380	3	34	13	205	0.001000	NE
cds_SP5448_00385	1	10	8	162	0.530000	U
cds_SP5448_00390	0	24	24	393	0.982000	U
cds_SP5448_00395	2	36	18	307	0.605000	U
cds_SP5448_00400	0	19	19	342	0.971000	U
cds_SP5448_00405	0	25	25	486	0.976000	U
cds_SP5448_00410	1	16	14	152	0.789000	U
cds_SP5448_00415	1	29	27	397	0.990000	U
cds_SP5448_00420	3	117	96	1125	1.000000	E
cds_SP5448_00425	2	46	34	424	0.992000	E
cds_SP5448_00430	1	15	13	169	0.841000	U
cds_SP5448_00435	0	9	9	109	-1.000000	S
cds_SP5448_00440	0	23	23	357	0.991000	U
cds_SP5448_00445	2	19	9	205	0.001000	NE
cds_SP5448_00450	2	67	50	702	0.999000	E
cds_SP5448_00455	1	23	21	370	0.964000	U
cds_SP5448_00465	49	91	6	117	0.000000	NE
cds_SP5448_00470	0	2	2	59	-1.000000	S
cds_SP5448_00475	65	186	12	154	0.001000	NE
cds_SP5448_00480	7	11	1	2	-1.000000	S
cds_SP5448_00485	1	3	1	2	-1.000000	S
cds_SP5448_00490	1	4	3	14	-1.000000	S
cds_SP5448_00495	0	3	3	31	-1.000000	S
cds_SP5448_00500	2	5	3	46	-1.000000	S
cds_SP5448_00505	0	2	2	49	-1.000000	S
cds_SP5448_00510	2	5	3	40	-1.000000	S
cds_SP5448_00515	1	2	1	2	-1.000000	S
cds_SP5448_00520	0	3	3	30	-1.000000	S
cds_SP5448_00525	1	5	3	44	-1.000000	S
cds_SP5448_00530	1	2	1	2	-1.000000	S
cds_SP5448_00535	0	4	4	61	-1.000000	S
cds_SP5448_00540	0	2	2	4	-1.000000	S
cds_SP5448_00545	2	12	7	79	0.004000	NE
cds_SP5448_00550	6	19	4	68	0.000000	NE
cds_SP5448_00555	6	14	6	162	0.009000	NE
cds_SP5448_00560	3	47	19	192	0.001000	NE
cds_SP5448_00565	10	42	8	107	0.000000	NE
cds_SP5448_00570	17	69	10	106	0.001000	NE
cds_SP5448_00575	9	25	6	76	0.000000	NE
cds_SP5448_00580	4	76	55	858	1.000000	E
cds_SP5448_00585	18	170	26	348	0.361000	U
cds_SP5448_00590	4	159	127	2737	1.000000	E
cds_SP5448_00595	2	187	111	2096	1.000000	E
cds_SP5448_00600	9	29	12	119	0.001000	NE
cds_SP5448_00605	20	73	13	142	0.001000	NE
cds_SP5448_00610	29	86	12	162	0.001000	NE
cds_SP5448_00615	11	26	4	34	0.000000	NE
cds_SP5448_00620	8	33	6	67	0.000000	NE
cds_SP5448_00625	8	23	6	76	0.000000	NE
cds_SP5448_00630	23	41	4	31	0.000000	NE
cds_SP5448_00635	17	28	4	43	0.000000	NE
cds_SP5448_00640	27	58	8	109	0.000000	NE
cds_SP5448_00645	4	77	46	673	1.000000	E
cds_SP5448_00650	9	26	7	77	0.000000	NE
cds_SP5448_00655	26	50	4	44	0.000000	NE
cds_SP5448_00660	17	62	11	227	0.001000	NE
cds_SP5448_00670	14	22	2	30	0.000000	NE
cds_SP5448_00675	3	25	21	244	0.440000	U
cds_SP5448_00680	8	28	5	123	0.000000	NE
cds_SP5448_00685	14	32	6	48	0.000000	NE
cds_SP5448_00690	10	37	9	117	0.001000	NE
cds_SP5448_00695	13	43	6	78	0.000000	NE
cds_SP5448_00700	10	49	8	123	0.000000	NE
cds_SP5448_00705	35	115	10	134	0.000000	NE
cds_SP5448_00710	76	203	10	89	0.000000	NE
cds_SP5448_00715	9	56	14	156	0.001000	NE
cds_SP5448_00720	26	85	9	80	0.000000	NE
cds_SP5448_00725	14	66	17	202	0.001000	NE
cds_SP5448_00730	17	63	8	72	0.000000	NE
cds_SP5448_00735	33	84	11	130	0.001000	NE
cds_SP5448_00740	3	10	4	52	0.000000	NE
cds_SP5448_00745	9	20	3	26	0.000000	NE
cds_SP5448_00750	27	63	7	79	0.000000	NE
cds_SP5448_00755	20	65	11	105	0.001000	NE
cds_SP5448_00760	31	97	9	170	0.000000	NE
cds_SP5448_00765	26	68	8	74	0.000000	NE
cds_SP5448_00770	24	77	7	165	0.000000	NE
cds_SP5448_00775	18	41	4	64	0.000000	NE
cds_SP5448_00780	19	48	6	80	0.000000	NE
cds_SP5448_00785	24	59	5	55	0.000000	NE
cds_SP5448_00790	10	22	3	20	0.000000	NE
cds_SP5448_00795	22	76	7	103	0.000000	NE
cds_SP5448_00800	8	27	6	101	0.000000	NE
cds_SP5448_00805	60	168	9	67	0.000000	NE
cds_SP5448_00810	10	37	7	58	0.000000	NE
cds_SP5448_00815	12	38	6	57	0.000000	NE
cds_SP5448_00820	29	75	10	119	0.001000	NE
cds_SP5448_00825	12	26	5	63	0.000000	NE
cds_SP5448_00830	28	92	12	248	0.001000	NE
cds_SP5448_00835	36	95	5	71	0.000000	NE
cds_SP5448_00840	14	42	7	96	0.000000	NE
cds_SP5448_00845	26	75	6	77	0.000000	NE
cds_SP5448_00850	19	62	11	175	0.001000	NE
cds_SP5448_00855	24	71	10	97	0.001000	NE
cds_SP5448_00860	14	57	10	233	0.001000	NE
cds_SP5448_00865	3	23	14	408	0.607000	U
cds_SP5448_00870	31	97	9	181	0.000000	NE
cds_SP5448_00875	5	54	34	292	0.984000	U
cds_SP5448_00880	48	126	17	264	0.001000	NE
cds_SP5448_00885	10	35	8	82	0.000000	NE
cds_SP5448_00890	3	15	9	164	0.023000	NE
cds_SP5448_00900	2	11	6	56	-1.000000	S
cds_SP5448_00905	29	78	7	80	0.000000	NE
cds_SP5448_00910	5	115	36	847	0.998000	E
cds_SP5448_00915	18	71	12	198	0.001000	NE
cds_SP5448_00920	6	17	4	54	0.000000	NE
cds_SP5448_00925	9	33	6	99	0.000000	NE
cds_SP5448_00930	4	28	8	202	0.000000	NE
cds_SP5448_00935	16	40	7	135	0.000000	NE
cds_SP5448_00940	11	32	5	83	0.000000	NE
cds_SP5448_00945	41	127	10	112	0.000000	NE
cds_SP5448_00950	28	74	8	196	0.000000	NE
cds_SP5448_00955	20	63	6	53	0.000000	NE
cds_SP5448_00960	38	106	9	169	0.000000	NE
cds_SP5448_00965	10	160	48	831	1.000000	E
cds_SP5448_00970	6	24	8	103	0.001000	NE
cds_SP5448_00975	4	34	13	163	0.001000	NE
cds_SP5448_00980	8	16	3	59	0.000000	NE
cds_SP5448_00985	49	128	16	176	0.001000	NE
cds_SP5448_00990	22	48	7	114	0.000000	NE
cds_SP5448_00995	4	8	3	93	-1.000000	S
cds_SP5448_01000	7	16	3	28	0.000000	NE
cds_SP5448_01005	20	49	6	57	0.000000	NE
cds_SP5448_01010	2	10	4	117	0.001000	NE
cds_SP5448_01015	21	76	8	75	0.000000	NE
cds_SP5448_01020	18	53	7	62	0.000000	NE
cds_SP5448_01025	23	58	7	116	0.000000	NE
cds_SP5448_01030	16	39	5	93	0.000000	NE
cds_SP5448_01035	23	74	10	227	0.001000	NE
cds_SP5448_01045	20	60	8	154	0.000000	NE
cds_SP5448_01050	2	18	11	197	0.004000	NE
cds_SP5448_01055	9	40	10	86	0.001000	NE
cds_SP5448_01060	14	45	7	71	0.000000	NE
cds_SP5448_01065	1	27	17	282	0.241000	U
cds_SP5448_01070	41	86	7	146	0.000000	NE
cds_SP5448_01075	37	80	7	63	0.000000	NE
cds_SP5448_01085	4	75	45	759	1.000000	E
cds_SP5448_01090	49	128	11	158	0.001000	NE
cds_SP5448_01095	27	46	3	33	0.000000	NE
cds_SP5448_01100	13	32	6	72	0.000000	NE
cds_SP5448_01105	2	3	1	2	-1.000000	S
cds_SP5448_01115	16	57	11	149	0.001000	NE
cds_SP5448_01120	3	58	28	453	0.938000	U
cds_SP5448_01125	4	70	22	333	0.568000	U
cds_SP5448_01130	8	35	11	141	0.001000	NE
cds_SP5448_01135	32	115	11	116	0.001000	NE
cds_SP5448_01140	27	105	18	357	0.136000	U
cds_SP5448_01145	12	40	7	113	0.000000	NE
cds_SP5448_01150	4	26	16	208	0.001000	NE
cds_SP5448_01155	22	75	7	95	0.000000	NE
cds_SP5448_01160	1	27	25	463	0.976000	U
cds_SP5448_01165	19	50	5	50	0.000000	NE
cds_SP5448_01170	3	80	55	1033	1.000000	E
cds_SP5448_01175	53	122	6	60	0.000000	NE
cds_SP5448_01180	58	131	7	110	0.000000	NE
cds_SP5448_01185	33	61	5	46	0.000000	NE
cds_SP5448_01190	0	19	19	347	0.975000	U
cds_SP5448_01195	11	47	8	174	0.000000	NE
cds_SP5448_01200	3	48	28	629	0.976000	U
cds_SP5448_01205	0	11	11	126	-1.000000	S
cds_SP5448_01210	11	41	11	263	0.003000	NE
cds_SP5448_01215	18	67	11	293	0.015000	NE
cds_SP5448_01220	19	61	8	116	0.000000	NE
cds_SP5448_01225	17	50	8	174	0.000000	NE
cds_SP5448_01230	15	54	9	71	0.000000	NE
cds_SP5448_01235	25	68	6	76	0.000000	NE
cds_SP5448_01240	25	65	6	38	0.000000	NE
cds_SP5448_01245	18	53	11	209	0.001000	NE
cds_SP5448_01250	14	44	9	132	0.001000	NE
cds_SP5448_01255	12	35	10	156	0.001000	NE
cds_SP5448_01260	7	38	15	361	0.306000	U
cds_SP5448_01270	4	56	33	500	0.986000	U
cds_SP5448_01275	2	35	24	511	0.938000	U
cds_SP5448_01280	2	44	26	386	0.946000	U
cds_SP5448_01285	10	75	19	335	0.275000	U
cds_SP5448_01290	31	71	5	75	0.000000	NE
cds_SP5448_01295	8	56	15	195	0.001000	NE
cds_SP5448_01300	63	205	13	194	0.001000	NE
cds_SP5448_01305	1	28	22	323	0.947000	U
cds_SP5448_01310	2	30	16	140	0.001000	NE
cds_SP5448_01315	1	89	61	1472	1.000000	E
cds_SP5448_01320	0	59	59	1006	1.000000	E
cds_SP5448_01330	0	30	30	735	0.997000	E
cds_SP5448_01335	1	105	63	1031	1.000000	E
cds_SP5448_01340	51	131	7	108	0.000000	NE
cds_SP5448_01345	26	65	6	119	0.000000	NE
cds_SP5448_01350	7	46	12	176	0.001000	NE
cds_SP5448_01355	5	92	38	449	0.986000	U
cds_SP5448_01365	4	49	36	597	0.999000	E
cds_SP5448_01370	5	76	43	633	0.997000	E
cds_SP5448_01375	5	62	28	719	0.976000	U
cds_SP5448_01380	0	23	23	457	0.974000	U
cds_SP5448_01385	1	87	73	1143	1.000000	E
cds_SP5448_01390	43	100	7	86	0.000000	NE
cds_SP5448_01395	50	111	6	68	0.000000	NE
cds_SP5448_01400	33	110	13	200	0.001000	NE
cds_SP5448_01405	42	133	15	221	0.001000	NE
cds_SP5448_01410	25	76	13	212	0.001000	NE
cds_SP5448_01415	22	60	8	165	0.000000	NE
cds_SP5448_01420	11	54	11	177	0.001000	NE
cds_SP5448_01425	3	6	3	49	-1.000000	S
cds_SP5448_01435	47	91	6	87	0.000000	NE
cds_SP5448_01440	0	2	2	59	-1.000000	S
cds_SP5448_01445	60	186	9	142	0.000000	NE
cds_SP5448_01450	7	11	2	12	-1.000000	S
cds_SP5448_01455	2	7	5	54	-1.000000	S
cds_SP5448_01460	2	7	4	43	-1.000000	S
cds_SP5448_01465	18	44	9	89	0.001000	NE
cds_SP5448_01470	21	55	13	209	0.001000	NE
cds_SP5448_01475	7	76	28	312	0.874000	U
cds_SP5448_01480	9	31	8	126	0.000000	NE
cds_SP5448_01485	13	41	6	50	0.000000	NE
cds_SP5448_01490	16	69	8	109	0.000000	NE
cds_SP5448_01495	10	59	12	383	0.079000	U
cds_SP5448_01500	3	30	24	364	0.932000	U
cds_SP5448_01505	36	91	9	226	0.000000	NE
cds_SP5448_01510	17	61	8	39	0.000000	NE
cds_SP5448_01515	1	3	1	2	-1.000000	S
cds_SP5448_01520	2	48	34	599	0.996000	E
cds_SP5448_01525	5	16	5	47	0.000000	NE
