# Copyright 2014. Michael A. DeJesus & Thomas R. Ioerger
# Version 1.21; http://saclab.tamu.edu/essentiality/
#
#Command used:	python /cbcb/sw/RedHat-7-x86_64/common/local/essentiality/1.0/bin/gumbelMH.py -f outputs/essentiality/hpgl0887-v0M1_gene_tas.txt -m 1 -s 1000
#FDR Corrected thresholds: 0.99 0.043
#MH Acceptance-Rate:	40.53%
#Total Iterations Performed:	22968
#Sample Size:	1000
#phi estimate:	0.620766
#Orf	k	n	r	s	zbar	Call
cds_SP5448_00005	1	106	105	1297	1.000000	E
cds_SP5448_00010	5	102	44	530	1.000000	E
cds_SP5448_00015	1	15	14	174	0.956000	U
cds_SP5448_00020	9	80	23	294	0.786000	U
cds_SP5448_00025	1	56	44	413	1.000000	E
cds_SP5448_00030	103	265	11	113	0.000000	NE
cds_SP5448_00035	8	30	5	43	0.000000	NE
cds_SP5448_00040	3	30	12	128	0.001000	NE
cds_SP5448_00050	29	128	10	77	0.000000	NE
cds_SP5448_00055	3	130	95	878	1.000000	E
cds_SP5448_00060	1	55	39	343	1.000000	E
cds_SP5448_00065	5	138	84	1356	1.000000	E
cds_SP5448_00070	17	156	27	267	0.398000	U
cds_SP5448_00080	60	91	4	35	0.000000	NE
cds_SP5448_00085	1	2	1	2	-1.000000	S
cds_SP5448_00090	78	186	7	81	0.000000	NE
cds_SP5448_00095	8	11	1	2	-1.000000	S
cds_SP5448_00100	2	4	1	2	-1.000000	S
cds_SP5448_00105	0	3	3	14	-1.000000	S
cds_SP5448_00110	2	5	3	47	-1.000000	S
cds_SP5448_00115	0	4	4	50	-1.000000	S
cds_SP5448_00120	2	4	2	31	-1.000000	S
cds_SP5448_00125	2	2	0	0	-1.000000	S
cds_SP5448_00130	0	3	3	27	-1.000000	S
cds_SP5448_00135	3	6	3	34	-1.000000	S
cds_SP5448_00140	2	3	1	2	-1.000000	S
cds_SP5448_00145	0	4	4	67	-1.000000	S
cds_SP5448_00150	2	6	3	31	-1.000000	S
cds_SP5448_00155	0	2	2	49	-1.000000	S
cds_SP5448_00160	4	5	1	2	-1.000000	S
cds_SP5448_00165	1	2	1	2	-1.000000	S
cds_SP5448_00170	2	4	2	8	-1.000000	S
cds_SP5448_00175	0	4	4	69	-1.000000	S
cds_SP5448_00180	0	5	5	74	-1.000000	S
cds_SP5448_00185	3	87	39	445	1.000000	E
cds_SP5448_00190	4	61	26	359	0.986000	U
cds_SP5448_00195	10	65	14	147	0.001000	NE
cds_SP5448_00200	3	86	40	420	1.000000	E
cds_SP5448_00205	2	22	12	107	0.002000	NE
cds_SP5448_00210	14	48	11	282	0.043000	U
cds_SP5448_00215	50	171	8	135	0.000000	NE
cds_SP5448_00220	37	95	7	87	0.000000	NE
cds_SP5448_00225	16	49	8	250	0.000000	NE
cds_SP5448_00230	12	29	5	33	0.000000	NE
cds_SP5448_00235	32	61	5	141	0.000000	NE
cds_SP5448_00240	44	92	4	45	0.000000	NE
cds_SP5448_00245	29	58	4	65	0.000000	NE
cds_SP5448_00250	5	17	6	144	0.000000	NE
cds_SP5448_00255	19	38	5	120	0.000000	NE
cds_SP5448_00260	95	173	6	57	0.000000	NE
cds_SP5448_00265	9	57	20	552	0.956000	U
cds_SP5448_00270	39	90	6	41	0.000000	NE
cds_SP5448_00280	9	78	27	295	0.950000	U
cds_SP5448_00285	17	41	6	36	0.000000	NE
cds_SP5448_00290	2	38	21	217	0.013000	NE
cds_SP5448_00295	9	150	57	648	1.000000	E
cds_SP5448_00300	46	148	18	319	0.202000	U
cds_SP5448_00305	33	67	4	58	0.000000	NE
cds_SP5448_00310	53	106	6	45	0.000000	NE
cds_SP5448_00315	0	13	13	288	0.986000	U
cds_SP5448_00320	0	31	31	613	1.000000	E
cds_SP5448_00325	0	31	31	613	1.000000	E
cds_SP5448_00330	1	15	7	120	0.000000	NE
cds_SP5448_00335	2	47	26	427	0.995000	E
cds_SP5448_00340	0	14	14	273	0.993000	E
cds_SP5448_00345	0	20	20	333	0.996000	E
cds_SP5448_00350	1	34	31	592	0.999000	E
cds_SP5448_00355	0	27	27	409	0.999000	E
cds_SP5448_00360	0	7	7	192	0.918000	U
cds_SP5448_00365	0	22	22	252	0.999000	E
cds_SP5448_00370	0	21	21	333	0.999000	E
cds_SP5448_00375	1	22	20	241	0.783000	U
cds_SP5448_00380	3	34	13	189	0.001000	NE
cds_SP5448_00385	0	10	10	180	0.949000	U
cds_SP5448_00390	1	24	17	221	0.012000	NE
cds_SP5448_00395	4	36	22	307	0.978000	U
cds_SP5448_00400	1	19	16	282	0.862000	U
cds_SP5448_00405	0	25	25	486	0.999000	E
cds_SP5448_00410	1	16	14	152	0.923000	U
cds_SP5448_00415	1	29	27	397	0.998000	E
cds_SP5448_00420	6	117	32	381	0.996000	E
cds_SP5448_00425	4	46	19	229	0.010000	NE
cds_SP5448_00430	1	15	13	169	0.946000	U
cds_SP5448_00435	0	9	9	109	-1.000000	S
cds_SP5448_00440	0	23	23	357	1.000000	E
cds_SP5448_00445	2	19	7	86	0.000000	NE
cds_SP5448_00450	2	67	30	403	1.000000	E
cds_SP5448_00455	0	23	23	380	0.999000	E
cds_SP5448_00465	61	91	8	135	0.000000	NE
cds_SP5448_00470	0	2	2	59	-1.000000	S
cds_SP5448_00475	79	186	7	109	0.000000	NE
cds_SP5448_00480	8	11	1	2	-1.000000	S
cds_SP5448_00485	1	3	1	2	-1.000000	S
cds_SP5448_00490	1	4	3	14	-1.000000	S
cds_SP5448_00495	0	3	3	31	-1.000000	S
cds_SP5448_00500	1	5	3	46	-1.000000	S
cds_SP5448_00505	0	2	2	49	-1.000000	S
cds_SP5448_00510	3	5	1	2	-1.000000	S
cds_SP5448_00515	1	2	1	2	-1.000000	S
cds_SP5448_00520	0	3	3	30	-1.000000	S
cds_SP5448_00525	0	5	5	55	-1.000000	S
cds_SP5448_00530	2	2	0	0	-1.000000	S
cds_SP5448_00535	0	4	4	61	-1.000000	S
cds_SP5448_00540	0	2	2	4	-1.000000	S
cds_SP5448_00545	4	12	6	84	0.001000	NE
cds_SP5448_00550	7	19	4	68	0.000000	NE
cds_SP5448_00555	8	14	2	13	0.000000	NE
cds_SP5448_00560	14	47	13	98	0.001000	NE
cds_SP5448_00565	9	42	9	216	0.001000	NE
cds_SP5448_00570	19	69	10	91	0.001000	NE
cds_SP5448_00575	10	25	5	71	0.000000	NE
cds_SP5448_00580	2	76	55	858	1.000000	E
cds_SP5448_00585	17	170	29	344	0.958000	U
cds_SP5448_00590	7	159	55	1250	1.000000	E
cds_SP5448_00595	7	187	45	715	1.000000	E
cds_SP5448_00600	10	29	14	191	0.001000	NE
cds_SP5448_00605	34	73	8	76	0.000000	NE
cds_SP5448_00610	40	86	5	72	0.000000	NE
cds_SP5448_00615	10	26	4	34	0.000000	NE
cds_SP5448_00620	9	33	6	67	0.000000	NE
cds_SP5448_00625	5	23	12	126	0.001000	NE
cds_SP5448_00630	24	41	3	21	0.000000	NE
cds_SP5448_00635	18	28	4	43	0.000000	NE
cds_SP5448_00640	32	58	5	91	0.000000	NE
cds_SP5448_00645	8	77	27	446	0.994000	E
cds_SP5448_00650	11	26	6	60	0.000000	NE
cds_SP5448_00655	21	50	7	115	0.000000	NE
cds_SP5448_00660	22	62	8	174	0.000000	NE
cds_SP5448_00670	15	22	3	31	0.000000	NE
cds_SP5448_00675	10	25	4	53	0.000000	NE
cds_SP5448_00680	14	28	4	79	0.000000	NE
cds_SP5448_00685	14	32	5	80	0.000000	NE
cds_SP5448_00690	13	37	7	96	0.000000	NE
cds_SP5448_00695	17	43	7	194	0.000000	NE
cds_SP5448_00700	13	49	7	122	0.000000	NE
cds_SP5448_00705	48	115	11	155	0.001000	NE
cds_SP5448_00710	91	203	9	122	0.000000	NE
cds_SP5448_00715	19	56	9	69	0.000000	NE
cds_SP5448_00720	29	85	9	103	0.000000	NE
cds_SP5448_00725	19	66	12	154	0.001000	NE
cds_SP5448_00730	31	63	4	32	0.000000	NE
cds_SP5448_00735	42	84	5	124	0.000000	NE
cds_SP5448_00740	2	10	4	52	0.001000	NE
cds_SP5448_00745	13	20	1	2	0.000000	NE
cds_SP5448_00750	31	63	7	79	0.000000	NE
cds_SP5448_00755	25	65	7	64	0.000000	NE
cds_SP5448_00760	37	97	7	98	0.000000	NE
cds_SP5448_00765	32	68	8	74	0.000000	NE
cds_SP5448_00770	30	77	6	83	0.000000	NE
cds_SP5448_00775	20	41	5	131	0.000000	NE
cds_SP5448_00780	16	48	6	80	0.000000	NE
cds_SP5448_00785	24	59	7	76	0.000000	NE
cds_SP5448_00790	9	22	5	68	0.000000	NE
cds_SP5448_00795	33	76	7	95	0.000000	NE
cds_SP5448_00800	13	27	4	60	0.000000	NE
cds_SP5448_00805	71	168	9	67	0.000000	NE
