name,type,original_reads,reads,one_hits,failed,samples,rpm,count_table
hpgl0886,def,0,10402982,10313023,89959,0,0.0969647793862188,hpgl0886-def.count.xz
hpgl0886,v0M1,0,10402982,9831948,288207,282827,0.10170924419047,hpgl0886-v0M1.count.xz
