# Copyright 2014. Michael A. DeJesus & Thomas R. Ioerger
# Version 1.21; http://saclab.tamu.edu/essentiality/
#
#Command used:	python /cbcb/sw/RedHat-7-x86_64/common/local/essentiality/1.0/bin/gumbelMH.py -f outputs/essentiality/hpgl0886-v0M1_gene_tas.txt -m 32 -s 1000
#FDR Corrected thresholds: 0.999 0.011
#MH Acceptance-Rate:	21.52%
#Total Iterations Performed:	22968
#Sample Size:	1000
#phi estimate:	0.930410
#Orf	k	n	r	s	zbar	Call
cds_SP5448_00005	0	106	106	1312	0.523000	U
cds_SP5448_00010	0	102	102	1119	0.345000	U
cds_SP5448_00015	0	15	15	183	0.953000	U
cds_SP5448_00020	0	80	80	1108	0.632000	U
cds_SP5448_00025	0	56	56	565	0.507000	U
cds_SP5448_00030	13	265	46	611	0.036000	U
cds_SP5448_00035	0	30	30	268	0.954000	U
cds_SP5448_00040	0	30	30	338	0.857000	U
cds_SP5448_00050	5	128	54	561	0.116000	U
cds_SP5448_00055	0	130	130	1266	0.110000	U
cds_SP5448_00060	0	55	55	528	0.550000	U
cds_SP5448_00065	0	138	138	1974	0.923000	U
cds_SP5448_00070	0	156	156	1452	0.024000	U
cds_SP5448_00080	14	91	26	495	0.129000	U
cds_SP5448_00085	0	2	2	59	-1.000000	S
cds_SP5448_00090	6	186	68	1073	0.223000	U
cds_SP5448_00095	1	11	7	61	-1.000000	S
cds_SP5448_00100	0	4	4	68	-1.000000	S
cds_SP5448_00105	0	3	3	14	-1.000000	S
cds_SP5448_00110	1	5	4	56	-1.000000	S
cds_SP5448_00115	0	4	4	50	-1.000000	S
cds_SP5448_00120	1	4	3	47	-1.000000	S
cds_SP5448_00125	0	2	2	13	-1.000000	S
cds_SP5448_00130	0	3	3	27	-1.000000	S
cds_SP5448_00135	1	6	3	34	-1.000000	S
cds_SP5448_00140	0	3	3	20	-1.000000	S
cds_SP5448_00145	0	4	4	67	-1.000000	S
cds_SP5448_00150	0	6	6	69	-1.000000	S
cds_SP5448_00155	0	2	2	49	-1.000000	S
cds_SP5448_00160	1	5	3	40	-1.000000	S
cds_SP5448_00165	1	2	1	2	-1.000000	S
cds_SP5448_00170	1	4	3	14	-1.000000	S
cds_SP5448_00175	0	4	4	69	-1.000000	S
cds_SP5448_00180	0	5	5	74	-1.000000	S
cds_SP5448_00185	0	87	87	1180	0.660000	U
cds_SP5448_00190	1	61	42	639	0.349000	U
cds_SP5448_00195	0	65	65	751	0.531000	U
cds_SP5448_00200	0	86	86	991	0.456000	U
cds_SP5448_00205	0	22	22	210	0.958000	U
cds_SP5448_00210	0	48	48	699	0.567000	U
cds_SP5448_00215	5	171	81	1943	0.996000	U
cds_SP5448_00220	7	95	29	466	0.146000	U
cds_SP5448_00225	3	49	13	288	0.062000	U
cds_SP5448_00230	0	29	29	528	0.612000	U
cds_SP5448_00235	3	61	38	915	0.436000	U
cds_SP5448_00240	5	92	30	357	0.152000	U
cds_SP5448_00245	3	58	39	918	0.531000	U
cds_SP5448_00250	0	17	17	477	0.668000	U
cds_SP5448_00255	4	38	20	612	0.340000	U
cds_SP5448_00260	20	173	18	179	0.001000	NE
cds_SP5448_00265	1	57	41	1068	0.689000	U
cds_SP5448_00270	5	90	40	348	0.184000	U
cds_SP5448_00280	1	78	53	634	0.287000	U
cds_SP5448_00285	5	41	20	223	0.002000	NE
cds_SP5448_00290	0	38	38	386	0.765000	U
cds_SP5448_00295	0	150	150	1768	0.309000	U
cds_SP5448_00300	9	148	50	828	0.159000	U
cds_SP5448_00305	8	67	28	471	0.215000	U
cds_SP5448_00310	16	106	32	371	0.108000	U
cds_SP5448_00315	0	13	13	288	0.966000	U
cds_SP5448_00320	0	31	31	613	0.604000	U
cds_SP5448_00325	0	31	31	613	0.594000	U
cds_SP5448_00330	0	15	15	287	0.960000	U
cds_SP5448_00335	1	47	39	707	0.511000	U
cds_SP5448_00340	0	14	14	273	0.964000	U
cds_SP5448_00345	0	20	20	333	0.894000	U
cds_SP5448_00350	0	34	34	640	0.598000	U
cds_SP5448_00355	0	27	27	409	0.720000	U
cds_SP5448_00360	0	7	7	192	0.962000	U
cds_SP5448_00365	0	22	22	252	0.949000	U
cds_SP5448_00370	0	21	21	333	0.870000	U
cds_SP5448_00375	0	22	22	298	0.952000	U
cds_SP5448_00380	0	34	34	532	0.612000	U
cds_SP5448_00385	0	10	10	180	0.964000	U
cds_SP5448_00390	0	24	24	393	0.770000	U
cds_SP5448_00395	0	36	36	528	0.619000	U
cds_SP5448_00400	0	19	19	342	0.874000	U
cds_SP5448_00405	0	25	25	486	0.671000	U
cds_SP5448_00410	0	16	16	171	0.960000	U
cds_SP5448_00415	0	29	29	424	0.687000	U
cds_SP5448_00420	0	117	117	1297	0.335000	U
cds_SP5448_00425	0	46	46	628	0.594000	U
cds_SP5448_00430	0	15	15	181	0.964000	U
cds_SP5448_00435	0	9	9	109	-1.000000	S
cds_SP5448_00440	0	23	23	357	0.811000	U
cds_SP5448_00445	0	19	19	378	0.779000	U
cds_SP5448_00450	0	67	67	919	0.583000	U
cds_SP5448_00455	0	23	23	380	0.777000	U
cds_SP5448_00465	12	91	26	495	0.141000	U
cds_SP5448_00470	0	2	2	59	-1.000000	S
cds_SP5448_00475	6	186	68	1073	0.230000	U
cds_SP5448_00480	0	11	11	113	-1.000000	S
cds_SP5448_00485	0	3	3	59	-1.000000	S
cds_SP5448_00490	1	4	3	14	-1.000000	S
cds_SP5448_00495	0	3	3	31	-1.000000	S
cds_SP5448_00500	0	5	5	55	-1.000000	S
cds_SP5448_00505	0	2	2	49	-1.000000	S
cds_SP5448_00510	1	5	3	40	-1.000000	S
cds_SP5448_00515	1	2	1	2	-1.000000	S
cds_SP5448_00520	0	3	3	30	-1.000000	S
cds_SP5448_00525	0	5	5	55	-1.000000	S
cds_SP5448_00530	0	2	2	56	-1.000000	S
cds_SP5448_00535	0	4	4	61	-1.000000	S
cds_SP5448_00540	0	2	2	4	-1.000000	S
cds_SP5448_00545	0	12	12	164	0.962000	U
cds_SP5448_00550	1	19	14	195	0.009000	NE
cds_SP5448_00555	1	14	11	212	0.894000	U
cds_SP5448_00560	0	47	47	433	0.639000	U
cds_SP5448_00565	1	42	40	686	0.599000	U
cds_SP5448_00570	1	69	39	451	0.263000	U
cds_SP5448_00575	1	25	24	372	0.743000	U
cds_SP5448_00580	0	76	76	1257	0.825000	U
cds_SP5448_00585	1	170	140	1869	0.656000	U
cds_SP5448_00590	0	159	159	3545	1.000000	E
cds_SP5448_00595	0	187	187	3631	1.000000	E
cds_SP5448_00600	4	29	18	217	0.002000	NE
cds_SP5448_00605	4	73	34	436	0.212000	U
cds_SP5448_00610	8	86	27	258	0.005000	NE
cds_SP5448_00615	2	26	14	166	0.001000	NE
cds_SP5448_00620	1	33	17	215	0.001000	NE
cds_SP5448_00625	1	23	20	192	0.190000	U
cds_SP5448_00630	3	41	21	207	0.001000	NE
cds_SP5448_00635	4	28	12	120	0.001000	NE
cds_SP5448_00640	11	58	17	319	0.201000	U
cds_SP5448_00645	1	77	71	1010	0.576000	U
cds_SP5448_00650	4	26	8	91	0.001000	NE
cds_SP5448_00655	5	50	18	269	0.013000	U
cds_SP5448_00660	2	62	36	516	0.224000	U
cds_SP5448_00670	4	22	7	91	0.000000	NE
cds_SP5448_00675	1	25	22	274	0.716000	U
cds_SP5448_00680	1	28	19	423	0.449000	U
cds_SP5448_00685	2	32	16	201	0.001000	NE
cds_SP5448_00690	1	37	35	626	0.572000	U
cds_SP5448_00695	3	43	36	772	0.494000	U
cds_SP5448_00700	4	49	25	478	0.284000	U
cds_SP5448_00705	5	115	52	708	0.178000	U
cds_SP5448_00710	20	203	32	338	0.064000	U
cds_SP5448_00715	3	56	40	385	0.444000	U
cds_SP5448_00720	6	85	34	372	0.154000	U
cds_SP5448_00725	4	66	34	335	0.261000	U
cds_SP5448_00730	4	63	30	321	0.307000	U
cds_SP5448_00735	7	84	25	369	0.151000	U
cds_SP5448_00740	0	10	10	163	0.963000	U
cds_SP5448_00745	2	20	11	148	0.001000	NE
cds_SP5448_00750	3	63	26	315	0.220000	U
cds_SP5448_00755	2	65	47	507	0.398000	U
cds_SP5448_00760	3	97	42	567	0.149000	U
cds_SP5448_00765	3	68	32	363	0.195000	U
cds_SP5448_00770	5	77	47	755	0.340000	U
cds_SP5448_00775	2	41	33	571	0.494000	U
cds_SP5448_00780	3	48	20	273	0.042000	U
cds_SP5448_00785	7	59	11	124	0.001000	NE
cds_SP5448_00790	3	22	11	205	0.001000	NE
cds_SP5448_00795	5	76	28	355	0.166000	U
cds_SP5448_00800	2	27	20	257	0.144000	U
cds_SP5448_00805	11	168	41	434	0.075000	U
cds_SP5448_00810	1	37	28	340	0.567000	U
cds_SP5448_00815	1	38	36	565	0.579000	U
cds_SP5448_00820	9	75	27	383	0.206000	U
cds_SP5448_00825	0	26	26	305	0.933000	U
cds_SP5448_00830	2	92	42	827	0.281000	U
cds_SP5448_00835	8	95	32	514	0.152000	U
cds_SP5448_00840	1	42	30	437	0.413000	U
cds_SP5448_00845	8	75	22	310	0.107000	U
cds_SP5448_00850	2	62	41	569	0.327000	U
cds_SP5448_00855	2	71	30	673	0.259000	U
cds_SP5448_00860	3	57	19	390	0.226000	U
cds_SP5448_00865	1	23	21	517	0.626000	U
cds_SP5448_00870	7	97	27	349	0.123000	U
cds_SP5448_00875	0	54	54	482	0.571000	U
cds_SP5448_00880	10	126	25	314	0.084000	U
cds_SP5448_00885	2	35	15	193	0.001000	NE
cds_SP5448_00890	0	15	15	223	0.959000	U
cds_SP5448_00900	0	11	11	118	-1.000000	S
cds_SP5448_00905	8	78	25	405	0.171000	U
cds_SP5448_00910	0	115	115	2492	1.000000	E
cds_SP5448_00915	6	71	18	273	0.014000	U
cds_SP5448_00920	1	17	10	157	0.001000	NE
cds_SP5448_00925	3	33	10	108	0.001000	NE
cds_SP5448_00930	0	28	28	654	0.657000	U
cds_SP5448_00935	6	40	8	147	0.000000	NE
cds_SP5448_00940	1	32	26	600	0.554000	U
cds_SP5448_00945	7	127	47	555	0.111000	U
cds_SP5448_00950	5	74	31	397	0.165000	U
cds_SP5448_00955	3	63	39	708	0.332000	U
cds_SP5448_00960	4	106	85	1398	0.805000	U
cds_SP5448_00965	2	160	83	1354	0.568000	U
cds_SP5448_00970	2	24	19	368	0.658000	U
cds_SP5448_00975	2	34	17	205	0.002000	NE
cds_SP5448_00980	3	16	6	94	0.000000	NE
cds_SP5448_00985	12	128	42	443	0.111000	U
cds_SP5448_00990	8	48	15	233	0.001000	NE
cds_SP5448_00995	2	8	3	93	-1.000000	S
cds_SP5448_01000	1	16	8	74	0.005000	NE
cds_SP5448_01005	5	49	16	163	0.001000	NE
cds_SP5448_01010	1	10	7	151	0.053000	U
cds_SP5448_01015	7	76	39	743	0.302000	U
cds_SP5448_01020	3	53	24	342	0.224000	U
cds_SP5448_01025	3	58	36	519	0.284000	U
cds_SP5448_01030	3	39	23	269	0.034000	U
cds_SP5448_01035	3	74	33	339	0.200000	U
cds_SP5448_01045	3	60	24	626	0.290000	U
cds_SP5448_01050	1	18	12	206	0.019000	U
cds_SP5448_01055	1	40	24	355	0.447000	U
cds_SP5448_01060	3	45	29	471	0.388000	U
cds_SP5448_01065	0	27	27	509	0.655000	U
cds_SP5448_01070	12	86	27	477	0.166000	U
cds_SP5448_01075	9	80	19	207	0.001000	NE
cds_SP5448_01085	0	75	75	1341	0.861000	U
cds_SP5448_01090	8	128	41	401	0.087000	U
cds_SP5448_01095	7	46	10	126	0.001000	NE
cds_SP5448_01100	4	32	12	157	0.001000	NE
cds_SP5448_01105	0	3	3	77	-1.000000	S
cds_SP5448_01115	5	57	27	383	0.343000	U
cds_SP5448_01120	0	58	58	879	0.620000	U
cds_SP5448_01125	0	70	70	1000	0.612000	U
cds_SP5448_01130	0	35	35	436	0.687000	U
cds_SP5448_01135	3	115	53	908	0.309000	U
cds_SP5448_01140	6	105	30	540	0.112000	U
cds_SP5448_01145	4	40	10	140	0.001000	NE
cds_SP5448_01150	1	26	16	208	0.002000	NE
cds_SP5448_01155	5	75	25	480	0.170000	U
cds_SP5448_01160	0	27	27	491	0.664000	U
cds_SP5448_01165	5	50	27	427	0.333000	U
cds_SP5448_01170	0	80	80	1440	0.909000	U
cds_SP5448_01175	16	122	39	392	0.101000	U
cds_SP5448_01180	17	131	28	291	0.035000	U
cds_SP5448_01185	7	61	18	200	0.001000	NE
cds_SP5448_01190	0	19	19	347	0.843000	U
cds_SP5448_01195	0	47	47	781	0.595000	U
cds_SP5448_01200	1	48	41	831	0.571000	U
cds_SP5448_01205	0	11	11	126	-1.000000	S
cds_SP5448_01210	2	41	31	503	0.419000	U
cds_SP5448_01215	3	67	18	352	0.164000	U
cds_SP5448_01220	7	61	15	125	0.001000	NE
cds_SP5448_01225	1	50	46	749	0.549000	U
cds_SP5448_01230	4	54	28	310	0.278000	U
cds_SP5448_01235	5	68	28	348	0.214000	U
cds_SP5448_01240	6	65	33	312	0.164000	U
cds_SP5448_01245	5	53	21	327	0.233000	U
cds_SP5448_01250	1	44	23	301	0.181000	U
cds_SP5448_01255	3	35	19	241	0.004000	NE
cds_SP5448_01260	0	38	38	857	0.661000	U
cds_SP5448_01270	0	56	56	864	0.612000	U
cds_SP5448_01275	0	35	35	652	0.585000	U
cds_SP5448_01280	1	44	27	388	0.424000	U
cds_SP5448_01285	0	75	75	1263	0.819000	U
cds_SP5448_01290	5	71	23	254	0.004000	NE
cds_SP5448_01295	2	56	23	237	0.001000	NE
cds_SP5448_01300	12	205	34	492	0.064000	U
cds_SP5448_01305	1	28	22	323	0.638000	U
cds_SP5448_01310	0	30	30	465	0.658000	U
cds_SP5448_01315	0	89	89	2046	1.000000	E
cds_SP5448_01320	0	59	59	1006	0.698000	U
cds_SP5448_01330	0	30	30	735	0.642000	U
cds_SP5448_01335	0	105	105	1521	0.824000	U
cds_SP5448_01340	8	131	35	530	0.089000	U
cds_SP5448_01345	5	65	24	321	0.194000	U
cds_SP5448_01350	1	46	32	544	0.391000	U
cds_SP5448_01355	0	92	92	1153	0.531000	U
cds_SP5448_01365	2	49	46	713	0.559000	U
cds_SP5448_01370	0	76	76	1246	0.790000	U
cds_SP5448_01375	0	62	62	1222	0.825000	U
cds_SP5448_01380	0	23	23	457	0.690000	U
cds_SP5448_01385	0	87	87	1408	0.854000	U
cds_SP5448_01390	5	100	42	473	0.153000	U
cds_SP5448_01395	14	111	13	143	0.001000	NE
cds_SP5448_01400	11	110	18	232	0.002000	NE
cds_SP5448_01405	6	133	50	676	0.179000	U
cds_SP5448_01410	6	76	27	334	0.212000	U
cds_SP5448_01415	2	60	25	405	0.230000	U
cds_SP5448_01420	4	54	25	471	0.272000	U
cds_SP5448_01425	0	6	6	86	-1.000000	S
cds_SP5448_01435	14	91	18	320	0.144000	U
cds_SP5448_01440	0	2	2	59	-1.000000	S
cds_SP5448_01445	6	186	68	1073	0.234000	U
cds_SP5448_01450	0	11	11	113	-1.000000	S
cds_SP5448_01455	1	7	6	57	-1.000000	S
cds_SP5448_01460	1	7	4	43	-1.000000	S
cds_SP5448_01465	2	44	33	364	0.512000	U
cds_SP5448_01470	1	55	48	628	0.478000	U
cds_SP5448_01475	1	76	45	451	0.300000	U
cds_SP5448_01480	1	31	18	316	0.539000	U
cds_SP5448_01485	7	41	13	148	0.001000	NE
cds_SP5448_01490	2	69	25	321	0.195000	U
cds_SP5448_01495	2	59	27	544	0.212000	U
cds_SP5448_01500	1	30	29	519	0.601000	U
cds_SP5448_01505	10	91	15	244	0.003000	NE
cds_SP5448_01510	3	61	27	266	0.011000	U
cds_SP5448_01515	0	3	3	55	-1.000000	S
cds_SP5448_01520	0	48	48	830	0.616000	U
cds_SP5448_01525	0	16	16	186	0.950000	U
cds_SP5448_01530	10	77	20	280	0.027000	U
cds_SP5448_01540	0	24	24	358	0.807000	U
cds_SP5448_01545	1	85	56	1020	0.482000	U
cds_SP5448_01550	2	50	22	343	0.220000	U
cds_SP5448_01555	3	70	26	416	0.246000	U
cds_SP5448_01560	0	57	57	1194	0.842000	U
cds_SP5448_01565	1	58	30	293	0.175000	U
cds_SP5448_01570	0	24	24	354	0.830000	U
cds_SP5448_01575	1	96	78	1116	0.549000	U
cds_SP5448_01580	0	116	116	1674	0.868000	U
cds_SP5448_01585	0	19	19	224	0.949000	U
cds_SP5448_01590	0	52	52	681	0.523000	U
cds_SP5448_01595	2	39	19	178	0.001000	NE
cds_SP5448_01600	0	70	70	1016	0.636000	U
