# Copyright 2014. Michael A. DeJesus & Thomas R. Ioerger
# Version 1.21; http://saclab.tamu.edu/essentiality/
#
#Command used:	python /cbcb/sw/RedHat-7-x86_64/common/local/essentiality/1.0/bin/gumbelMH.py -f outputs/essentiality/hpgl0886-v0M1_gene_tas.txt -m 2 -s 1000
#FDR Corrected thresholds: 0.995 0.046
#MH Acceptance-Rate:	39.14%
#Total Iterations Performed:	22968
#Sample Size:	1000
#phi estimate:	0.676730
#Orf	k	n	r	s	zbar	Call
cds_SP5448_00005	7	106	29	327	0.841000	U
cds_SP5448_00010	5	102	33	381	0.952000	U
cds_SP5448_00015	1	15	14	174	0.932000	U
cds_SP5448_00020	11	80	23	266	0.045000	NE
cds_SP5448_00025	2	56	46	418	0.999000	E
cds_SP5448_00030	97	265	8	131	0.000000	NE
cds_SP5448_00035	9	30	7	58	0.000000	NE
cds_SP5448_00040	2	30	13	124	0.001000	NE
cds_SP5448_00050	34	128	9	83	0.000000	NE
cds_SP5448_00055	4	130	53	593	0.999000	E
cds_SP5448_00060	2	55	32	282	0.908000	U
cds_SP5448_00065	12	138	36	519	0.985000	U
cds_SP5448_00070	16	156	59	493	0.999000	E
cds_SP5448_00080	50	91	5	76	0.000000	NE
cds_SP5448_00085	0	2	2	59	-1.000000	S
cds_SP5448_00090	56	186	10	127	0.000000	NE
cds_SP5448_00095	7	11	1	2	-1.000000	S
cds_SP5448_00100	1	4	3	59	-1.000000	S
cds_SP5448_00105	0	3	3	14	-1.000000	S
cds_SP5448_00110	2	5	3	47	-1.000000	S
cds_SP5448_00115	0	4	4	50	-1.000000	S
cds_SP5448_00120	1	4	3	47	-1.000000	S
cds_SP5448_00125	0	2	2	13	-1.000000	S
cds_SP5448_00130	0	3	3	27	-1.000000	S
cds_SP5448_00135	2	6	3	34	-1.000000	S
cds_SP5448_00140	1	3	1	2	-1.000000	S
cds_SP5448_00145	0	4	4	67	-1.000000	S
cds_SP5448_00150	1	6	5	58	-1.000000	S
cds_SP5448_00155	0	2	2	49	-1.000000	S
cds_SP5448_00160	2	5	3	40	-1.000000	S
cds_SP5448_00165	1	2	1	2	-1.000000	S
cds_SP5448_00170	1	4	3	14	-1.000000	S
cds_SP5448_00175	0	4	4	69	-1.000000	S
cds_SP5448_00180	1	5	2	28	-1.000000	S
cds_SP5448_00185	3	87	71	987	1.000000	E
cds_SP5448_00190	5	61	16	221	0.001000	NE
cds_SP5448_00195	12	65	9	46	0.000000	NE
cds_SP5448_00200	5	86	22	220	0.001000	NE
cds_SP5448_00205	1	22	14	131	0.007000	NE
cds_SP5448_00210	17	48	5	112	0.000000	NE
cds_SP5448_00215	40	171	15	299	0.010000	NE
cds_SP5448_00220	37	95	11	160	0.001000	NE
cds_SP5448_00225	17	49	8	250	0.000000	NE
cds_SP5448_00230	7	29	10	195	0.001000	NE
cds_SP5448_00235	22	61	9	213	0.000000	NE
cds_SP5448_00240	33	92	6	65	0.000000	NE
cds_SP5448_00245	23	58	5	93	0.000000	NE
cds_SP5448_00250	4	17	7	230	0.000000	NE
cds_SP5448_00255	17	38	8	263	0.004000	NE
cds_SP5448_00260	73	173	6	42	0.000000	NE
cds_SP5448_00265	6	57	20	552	0.922000	U
cds_SP5448_00270	43	90	10	80	0.001000	NE
cds_SP5448_00280	6	78	24	308	0.684000	U
cds_SP5448_00285	18	41	8	83	0.000000	NE
cds_SP5448_00290	5	38	13	141	0.001000	NE
cds_SP5448_00295	12	150	31	340	0.789000	U
cds_SP5448_00300	43	148	12	194	0.001000	NE
cds_SP5448_00305	31	67	5	52	0.000000	NE
cds_SP5448_00310	47	106	6	61	0.000000	NE
cds_SP5448_00315	0	13	13	288	0.975000	U
