name,type,original_reads,reads,one_hits,failed,samples,rpm,count_table
hpgl0895,v0M1,0,10195020,9628733,216165,350122,0.103855824021707,hpgl0895-v0M1.count.xz
hpgl0895,def,0,10195020,10136776,58244,0,0.0986506952506399,hpgl0895-def.count.xz
