# Copyright 2014. Michael A. DeJesus & Thomas R. Ioerger
# Version 1.21; http://saclab.tamu.edu/essentiality/
#
#Command used:	python /cbcb/sw/RedHat-7-x86_64/common/local/essentiality/1.0/bin/gumbelMH.py -f outputs/essentiality/hpgl0900-v0M1_gene_tas.txt -m 32 -s 1000
#FDR Corrected thresholds: 0.999 0.013
#MH Acceptance-Rate:	21.32%
#Total Iterations Performed:	22968
#Sample Size:	1000
#phi estimate:	0.929417
#Orf	k	n	r	s	zbar	Call
cds_SP5448_00005	0	106	106	1312	0.620000	U
cds_SP5448_00010	0	102	102	1119	0.469000	U
cds_SP5448_00015	0	15	15	183	0.960000	U
cds_SP5448_00020	0	80	80	1108	0.675000	U
cds_SP5448_00025	0	56	56	565	0.555000	U
cds_SP5448_00030	11	265	58	815	0.075000	U
cds_SP5448_00035	1	30	20	186	0.005000	NE
cds_SP5448_00040	0	30	30	338	0.859000	U
cds_SP5448_00050	4	128	57	571	0.159000	U
cds_SP5448_00055	0	130	130	1266	0.177000	U
cds_SP5448_00060	0	55	55	528	0.570000	U
cds_SP5448_00065	0	138	138	1974	0.945000	U
cds_SP5448_00070	0	156	156	1452	0.056000	U
cds_SP5448_00080	14	91	26	495	0.146000	U
cds_SP5448_00085	0	2	2	59	-1.000000	S
cds_SP5448_00090	9	186	39	588	0.055000	U
cds_SP5448_00095	1	11	7	61	-1.000000	S
cds_SP5448_00100	1	4	3	59	-1.000000	S
cds_SP5448_00105	0	3	3	14	-1.000000	S
cds_SP5448_00110	1	5	4	56	-1.000000	S
cds_SP5448_00115	0	4	4	50	-1.000000	S
cds_SP5448_00120	1	4	3	47	-1.000000	S
cds_SP5448_00125	0	2	2	13	-1.000000	S
cds_SP5448_00130	0	3	3	27	-1.000000	S
cds_SP5448_00135	1	6	3	34	-1.000000	S
cds_SP5448_00140	1	3	1	2	-1.000000	S
cds_SP5448_00145	0	4	4	67	-1.000000	S
cds_SP5448_00150	0	6	6	69	-1.000000	S
cds_SP5448_00155	0	2	2	49	-1.000000	S
cds_SP5448_00160	1	5	3	40	-1.000000	S
cds_SP5448_00165	1	2	1	2	-1.000000	S
cds_SP5448_00170	1	4	3	14	-1.000000	S
cds_SP5448_00175	0	4	4	69	-1.000000	S
cds_SP5448_00180	0	5	5	74	-1.000000	S
cds_SP5448_00185	0	87	87	1180	0.675000	U
cds_SP5448_00190	0	61	61	956	0.667000	U
cds_SP5448_00195	0	65	65	751	0.534000	U
cds_SP5448_00200	0	86	86	991	0.538000	U
cds_SP5448_00205	0	22	22	210	0.964000	U
cds_SP5448_00210	0	48	48	699	0.602000	U
cds_SP5448_00215	4	171	81	1943	0.988000	U
cds_SP5448_00220	3	95	33	506	0.160000	U
cds_SP5448_00225	4	49	13	288	0.062000	U
cds_SP5448_00230	1	29	21	434	0.570000	U
cds_SP5448_00235	7	61	17	347	0.137000	U
cds_SP5448_00240	9	92	19	261	0.005000	NE
cds_SP5448_00245	4	58	39	918	0.509000	U
cds_SP5448_00250	0	17	17	477	0.682000	U
cds_SP5448_00255	6	38	13	463	0.266000	U
cds_SP5448_00260	24	173	18	179	0.001000	NE
cds_SP5448_00265	2	57	26	702	0.334000	U
cds_SP5448_00270	7	90	40	348	0.169000	U
cds_SP5448_00280	1	78	53	634	0.303000	U
cds_SP5448_00285	4	41	20	223	0.001000	NE
cds_SP5448_00290	0	38	38	386	0.772000	U
cds_SP5448_00295	0	150	150	1768	0.478000	U
cds_SP5448_00300	5	148	73	1250	0.516000	U
cds_SP5448_00305	8	67	28	471	0.216000	U
cds_SP5448_00310	16	106	32	371	0.126000	U
cds_SP5448_00315	0	13	13	288	0.957000	U
cds_SP5448_00320	0	31	31	613	0.626000	U
cds_SP5448_00325	0	31	31	613	0.627000	U
cds_SP5448_00330	0	15	15	287	0.967000	U
cds_SP5448_00335	0	47	47	828	0.654000	U
cds_SP5448_00340	0	14	14	273	0.967000	U
cds_SP5448_00345	0	20	20	333	0.896000	U
cds_SP5448_00350	0	34	34	640	0.620000	U
cds_SP5448_00355	0	27	27	409	0.742000	U
cds_SP5448_00360	0	7	7	192	0.965000	U
cds_SP5448_00365	0	22	22	252	0.959000	U
