name,type,original_reads,reads,one_hits,failed,samples,rpm,count_table
hpgl0898,v0M1,0,4834724,4574295,116703,143726,0.218612922865709,hpgl0898-v0M1.count.xz
hpgl0898,def,0,4834724,4807283,27441,0,0.208017709795741,hpgl0898-def.count.xz
