name,type,original_reads,reads,one_hits,failed,samples,rpm,count_table
hpgl0884,def,0,13039204,12867430,171774,0,0.0777155966653792,hpgl0884-def.count.xz
hpgl0884,v0M1,0,13039204,12336975,291420,410809,0.081057147315286,hpgl0884-v0M1.count.xz
