name,type,original_reads,reads,one_hits,failed,samples,rpm,count_table
hpgl0896,v0M1,0,11873971,11095568,419977,358426,0.0901260755645858,hpgl0896-v0M1.count.xz
hpgl0896,def,0,11873971,11690812,183159,0,0.0855372578055314,hpgl0896-def.count.xz
