# Copyright 2014. Michael A. DeJesus & Thomas R. Ioerger
# Version 1.21; http://saclab.tamu.edu/essentiality/
#
#Command used:	python /cbcb/sw/RedHat-7-x86_64/common/local/essentiality/1.0/bin/gumbelMH.py -f outputs/essentiality/hpgl0876-v0M1_gene_tas.txt -m 32 -s 1000
#FDR Corrected thresholds: 0.999 0.015
#MH Acceptance-Rate:	24.23%
#Total Iterations Performed:	22968
#Sample Size:	1000
#phi estimate:	0.911276
#Orf	k	n	r	s	zbar	Call
cds_SP5448_00005	0	106	106	1312	0.860000	U
cds_SP5448_00010	0	102	102	1119	0.744000	U
cds_SP5448_00015	0	15	15	183	0.943000	U
cds_SP5448_00020	2	80	51	717	0.427000	U
cds_SP5448_00025	0	56	56	565	0.660000	U
cds_SP5448_00030	18	265	37	452	0.033000	U
cds_SP5448_00035	1	30	20	186	0.005000	NE
cds_SP5448_00040	1	30	17	160	0.001000	NE
cds_SP5448_00050	4	128	57	571	0.243000	U
cds_SP5448_00055	0	130	130	1266	0.505000	U
cds_SP5448_00060	0	55	55	528	0.672000	U
cds_SP5448_00065	0	138	138	1974	0.992000	U
cds_SP5448_00070	1	156	84	853	0.334000	U
cds_SP5448_00080	19	91	15	254	0.001000	NE
cds_SP5448_00085	0	2	2	59	-1.000000	S
cds_SP5448_00090	10	186	39	588	0.074000	U
cds_SP5448_00095	1	11	7	61	-1.000000	S
cds_SP5448_00100	1	4	3	59	-1.000000	S
cds_SP5448_00105	0	3	3	14	-1.000000	S
cds_SP5448_00110	1	5	4	56	-1.000000	S
cds_SP5448_00115	0	4	4	50	-1.000000	S
cds_SP5448_00120	1	4	3	47	-1.000000	S
cds_SP5448_00125	0	2	2	13	-1.000000	S
cds_SP5448_00130	0	3	3	27	-1.000000	S
cds_SP5448_00135	1	6	3	34	-1.000000	S
cds_SP5448_00140	0	3	3	20	-1.000000	S
cds_SP5448_00145	0	4	4	67	-1.000000	S
cds_SP5448_00150	1	6	5	58	-1.000000	S
cds_SP5448_00155	0	2	2	49	-1.000000	S
cds_SP5448_00160	1	5	3	40	-1.000000	S
cds_SP5448_00165	1	2	1	2	-1.000000	S
cds_SP5448_00170	1	4	3	14	-1.000000	S
cds_SP5448_00175	0	4	4	69	-1.000000	S
cds_SP5448_00180	0	5	5	74	-1.000000	S
cds_SP5448_00185	0	87	87	1180	0.873000	U
cds_SP5448_00190	0	61	61	956	0.796000	U
cds_SP5448_00195	0	65	65	751	0.696000	U
cds_SP5448_00200	0	86	86	991	0.753000	U
cds_SP5448_00205	0	22	22	210	0.940000	U
cds_SP5448_00210	1	48	35	591	0.487000	U
cds_SP5448_00215	5	171	58	1184	0.510000	U
cds_SP5448_00220	6	95	32	499	0.141000	U
cds_SP5448_00225	6	49	11	275	0.022000	U
cds_SP5448_00230	2	29	16	272	0.045000	U
cds_SP5448_00235	8	61	17	347	0.100000	U
cds_SP5448_00240	11	92	14	184	0.001000	NE
cds_SP5448_00245	6	58	20	460	0.163000	U
cds_SP5448_00250	0	17	17	477	0.639000	U
cds_SP5448_00255	10	38	13	463	0.192000	U
cds_SP5448_00260	22	173	18	179	0.001000	NE
cds_SP5448_00265	3	57	20	552	0.200000	U
cds_SP5448_00270	5	90	46	389	0.225000	U
cds_SP5448_00280	1	78	53	634	0.418000	U
cds_SP5448_00285	5	41	20	223	0.001000	NE
cds_SP5448_00290	0	38	38	386	0.775000	U
cds_SP5448_00295	1	150	131	1537	0.806000	U
cds_SP5448_00300	7	148	55	936	0.265000	U
cds_SP5448_00305	7	67	28	471	0.203000	U
cds_SP5448_00310	21	106	18	195	0.001000	NE
cds_SP5448_00315	0	13	13	288	0.936000	U
cds_SP5448_00320	0	31	31	613	0.629000	U
cds_SP5448_00325	0	31	31	613	0.623000	U
cds_SP5448_00330	0	15	15	287	0.936000	U
cds_SP5448_00335	0	47	47	828	0.727000	U
cds_SP5448_00340	0	14	14	273	0.937000	U
cds_SP5448_00345	0	20	20	333	0.891000	U
cds_SP5448_00350	0	34	34	640	0.654000	U
cds_SP5448_00355	0	27	27	409	0.726000	U
cds_SP5448_00360	0	7	7	192	0.954000	U
cds_SP5448_00365	0	22	22	252	0.964000	U
cds_SP5448_00370	0	21	21	333	0.892000	U
cds_SP5448_00375	0	22	22	298	0.941000	U
cds_SP5448_00380	0	34	34	532	0.649000	U
cds_SP5448_00385	0	10	10	180	0.945000	U
cds_SP5448_00390	0	24	24	393	0.721000	U
cds_SP5448_00395	0	36	36	528	0.615000	U
