name,type,original_reads,reads,one_hits,failed,samples,rpm,count_table
hpgl0900,def,0,11503749,11364329,139420,0,0.087994636550913,hpgl0900-def.count.xz
hpgl0900,v0M1,0,11503749,10726325,371512,405912,0.0932285754906736,hpgl0900-v0M1.count.xz
