# Copyright 2014. Michael A. DeJesus & Thomas R. Ioerger
# Version 1.21; http://saclab.tamu.edu/essentiality/
#
#Command used:	python /cbcb/sw/RedHat-7-x86_64/common/local/essentiality/1.0/bin/gumbelMH.py -f outputs/essentiality/hpgl0890-v0M1_gene_tas.txt -m 4 -s 1000
#FDR Corrected thresholds: 0.99 0.035
#MH Acceptance-Rate:	37.48%
#Total Iterations Performed:	22968
#Sample Size:	1000
#phi estimate:	0.740446
#Orf	k	n	r	s	zbar	Call
cds_SP5448_00005	1	106	105	1308	1.000000	E
cds_SP5448_00010	1	102	101	1108	1.000000	E
cds_SP5448_00015	1	15	14	174	0.902000	U
cds_SP5448_00020	9	80	23	266	0.026000	NE
cds_SP5448_00025	0	56	56	565	1.000000	E
cds_SP5448_00030	78	265	12	173	0.001000	NE
cds_SP5448_00035	6	30	9	66	0.001000	NE
cds_SP5448_00040	1	30	17	160	0.001000	NE
cds_SP5448_00050	19	128	27	262	0.015000	NE
cds_SP5448_00055	0	130	130	1266	1.000000	E
cds_SP5448_00060	0	55	55	528	1.000000	E
cds_SP5448_00065	3	138	130	1863	1.000000	E
cds_SP5448_00070	3	156	74	796	1.000000	E
cds_SP5448_00080	46	91	6	125	0.000000	NE
cds_SP5448_00085	0	2	2	59	-1.000000	S
cds_SP5448_00090	42	186	10	127	0.000000	NE
cds_SP5448_00095	6	11	3	17	-1.000000	S
cds_SP5448_00100	2	4	1	2	-1.000000	S
cds_SP5448_00105	0	3	3	14	-1.000000	S
cds_SP5448_00110	2	5	3	47	-1.000000	S
cds_SP5448_00115	0	4	4	50	-1.000000	S
cds_SP5448_00120	1	4	3	47	-1.000000	S
cds_SP5448_00125	0	2	2	13	-1.000000	S
cds_SP5448_00130	0	3	3	27	-1.000000	S
cds_SP5448_00135	2	6	3	34	-1.000000	S
cds_SP5448_00140	1	3	1	2	-1.000000	S
cds_SP5448_00145	0	4	4	67	-1.000000	S
cds_SP5448_00150	1	6	5	58	-1.000000	S
cds_SP5448_00155	0	2	2	49	-1.000000	S
cds_SP5448_00160	2	5	3	40	-1.000000	S
cds_SP5448_00165	1	2	1	2	-1.000000	S
cds_SP5448_00170	1	4	3	14	-1.000000	S
cds_SP5448_00175	0	4	4	69	-1.000000	S
cds_SP5448_00180	0	5	5	74	-1.000000	S
cds_SP5448_00185	0	87	87	1180	1.000000	E
cds_SP5448_00190	0	61	61	956	1.000000	E
cds_SP5448_00195	2	65	36	485	0.985000	U
cds_SP5448_00200	1	86	52	543	1.000000	E
cds_SP5448_00205	1	22	14	131	0.002000	NE
cds_SP5448_00210	7	48	12	302	0.088000	U
cds_SP5448_00215	28	171	15	299	0.006000	NE
cds_SP5448_00220	23	95	17	237	0.001000	NE
cds_SP5448_00225	8	49	11	275	0.003000	NE
cds_SP5448_00230	10	29	4	122	0.000000	NE
cds_SP5448_00235	21	61	15	311	0.040000	U
cds_SP5448_00240	32	92	10	128	0.001000	NE
cds_SP5448_00245	21	58	7	132	0.000000	NE
cds_SP5448_00250	2	17	14	409	0.621000	U
cds_SP5448_00255	17	38	5	120	0.000000	NE
cds_SP5448_00260	53	173	13	126	0.001000	NE
cds_SP5448_00265	3	57	20	552	0.416000	U
cds_SP5448_00270	21	90	15	112	0.001000	NE
cds_SP5448_00280	3	78	40	434	0.989000	U
cds_SP5448_00285	16	41	6	36	0.000000	NE
cds_SP5448_00290	1	38	21	217	0.003000	NE
cds_SP5448_00295	2	150	85	1014	1.000000	E
cds_SP5448_00300	27	148	18	278	0.006000	NE
cds_SP5448_00305	23	67	12	141	0.001000	NE
cds_SP5448_00310	41	106	7	83	0.000000	NE
cds_SP5448_00315	0	13	13	288	0.951000	U
cds_SP5448_00320	0	31	31	613	0.986000	U
cds_SP5448_00325	0	31	31	613	0.989000	U
cds_SP5448_00330	0	15	15	287	0.965000	U
cds_SP5448_00335	0	47	47	828	1.000000	E
cds_SP5448_00340	0	14	14	273	0.962000	U
cds_SP5448_00345	0	20	20	333	0.967000	U
cds_SP5448_00350	0	34	34	640	0.992000	E
cds_SP5448_00355	0	27	27	409	0.974000	U
cds_SP5448_00360	0	7	7	192	0.885000	U
cds_SP5448_00365	0	22	22	252	0.993000	E
cds_SP5448_00370	0	21	21	333	0.963000	U
cds_SP5448_00375	0	22	22	298	0.994000	E
cds_SP5448_00380	1	34	22	303	0.709000	U
cds_SP5448_00385	0	10	10	180	0.918000	U
cds_SP5448_00390	0	24	24	393	0.969000	U
cds_SP5448_00395	1	36	32	499	0.990000	U
cds_SP5448_00400	0	19	19	342	0.952000	U
cds_SP5448_00405	0	25	25	486	0.968000	U
cds_SP5448_00410	0	16	16	171	0.974000	U
cds_SP5448_00415	0	29	29	424	0.984000	U
cds_SP5448_00420	0	117	117	1297	1.000000	E
cds_SP5448_00425	2	46	34	424	0.981000	U
cds_SP5448_00430	0	15	15	181	0.963000	U
cds_SP5448_00435	0	9	9	109	-1.000000	S
cds_SP5448_00440	0	23	23	357	0.975000	U
cds_SP5448_00445	0	19	19	378	0.904000	U
cds_SP5448_00450	1	67	52	714	1.000000	E
cds_SP5448_00455	0	23	23	380	0.948000	U
cds_SP5448_00465	44	91	7	140	0.000000	NE
cds_SP5448_00470	0	2	2	59	-1.000000	S
cds_SP5448_00475	42	186	15	216	0.001000	NE
cds_SP5448_00480	6	11	3	17	-1.000000	S
cds_SP5448_00485	0	3	3	59	-1.000000	S
cds_SP5448_00490	1	4	3	14	-1.000000	S
cds_SP5448_00495	0	3	3	31	-1.000000	S
cds_SP5448_00500	1	5	3	46	-1.000000	S
cds_SP5448_00505	0	2	2	49	-1.000000	S
cds_SP5448_00510	2	5	3	40	-1.000000	S
cds_SP5448_00515	1	2	1	2	-1.000000	S
cds_SP5448_00520	0	3	3	30	-1.000000	S
cds_SP5448_00525	0	5	5	55	-1.000000	S
cds_SP5448_00530	0	2	2	56	-1.000000	S
cds_SP5448_00535	0	4	4	61	-1.000000	S
cds_SP5448_00540	0	2	2	4	-1.000000	S
cds_SP5448_00545	1	12	10	114	0.061000	U
cds_SP5448_00550	6	19	4	68	0.000000	NE
cds_SP5448_00555	4	14	5	99	0.000000	NE
cds_SP5448_00560	1	47	25	258	0.148000	U
cds_SP5448_00565	7	42	14	310	0.144000	U
cds_SP5448_00570	11	69	14	200	0.001000	NE
cds_SP5448_00575	9	25	6	100	0.000000	NE
cds_SP5448_00580	1	76	75	1254	1.000000	E
cds_SP5448_00585	6	170	84	1067	1.000000	E
cds_SP5448_00590	1	159	127	2737	1.000000	E
cds_SP5448_00595	2	187	111	2096	1.000000	E
cds_SP5448_00600	7	29	14	191	0.001000	NE
cds_SP5448_00605	22	73	11	133	0.001000	NE
cds_SP5448_00610	26	86	15	204	0.001000	NE
cds_SP5448_00615	13	26	4	34	0.000000	NE
cds_SP5448_00620	6	33	6	67	0.000000	NE
cds_SP5448_00625	4	23	15	170	0.019000	NE
cds_SP5448_00630	20	41	5	57	0.000000	NE
cds_SP5448_00635	17	28	4	43	0.000000	NE
cds_SP5448_00640	27	58	8	109	0.000000	NE
cds_SP5448_00645	4	77	28	347	0.717000	U
cds_SP5448_00650	9	26	7	77	0.000000	NE
cds_SP5448_00655	18	50	10	154	0.001000	NE
cds_SP5448_00660	14	62	11	227	0.001000	NE
cds_SP5448_00670	8	22	4	29	0.000000	NE
cds_SP5448_00675	6	25	10	119	0.001000	NE
cds_SP5448_00680	9	28	4	79	0.000000	NE
cds_SP5448_00685	10	32	5	38	0.000000	NE
cds_SP5448_00690	10	37	9	117	0.001000	NE
cds_SP5448_00695	11	43	8	83	0.000000	NE
cds_SP5448_00700	9	49	8	123	0.000000	NE
cds_SP5448_00705	27	115	17	196	0.001000	NE
cds_SP5448_00710	68	203	10	129	0.000000	NE
cds_SP5448_00715	11	56	13	154	0.001000	NE
cds_SP5448_00720	21	85	19	194	0.001000	NE
cds_SP5448_00725	13	66	12	154	0.001000	NE
cds_SP5448_00730	17	63	7	52	0.000000	NE
cds_SP5448_00735	31	84	11	130	0.001000	NE
cds_SP5448_00740	2	10	4	52	0.000000	NE
cds_SP5448_00745	5	20	5	57	0.000000	NE
cds_SP5448_00750	18	63	9	122	0.000000	NE
cds_SP5448_00755	16	65	12	127	0.001000	NE
cds_SP5448_00760	21	97	11	102	0.001000	NE
cds_SP5448_00765	22	68	9	77	0.000000	NE
cds_SP5448_00770	21	77	11	158	0.001000	NE
cds_SP5448_00775	15	41	6	140	0.000000	NE
cds_SP5448_00780	15	48	7	96	0.000000	NE
cds_SP5448_00785	24	59	6	46	0.000000	NE
cds_SP5448_00790	8	22	5	68	0.000000	NE
cds_SP5448_00795	21	76	10	163	0.001000	NE
cds_SP5448_00800	5	27	7	104	0.000000	NE
cds_SP5448_00805	51	168	10	86	0.000000	NE
cds_SP5448_00810	8	37	11	118	0.001000	NE
cds_SP5448_00815	8	38	11	109	0.001000	NE
cds_SP5448_00820	25	75	13	168	0.001000	NE
cds_SP5448_00825	10	26	6	78	0.000000	NE
cds_SP5448_00830	28	92	13	269	0.003000	NE
cds_SP5448_00835	33	95	6	98	0.000000	NE
cds_SP5448_00840	10	42	8	149	0.000000	NE
cds_SP5448_00845	21	75	12	139	0.001000	NE
cds_SP5448_00850	16	62	8	120	0.000000	NE
cds_SP5448_00855	16	71	12	117	0.001000	NE
cds_SP5448_00860	11	57	15	336	0.118000	U
cds_SP5448_00865	2	23	14	408	0.483000	U
cds_SP5448_00870	29	97	12	187	0.001000	NE
cds_SP5448_00875	2	54	36	320	0.990000	U
cds_SP5448_00880	42	126	8	125	0.000000	NE
cds_SP5448_00885	14	35	6	79	0.000000	NE
cds_SP5448_00890	3	15	8	150	0.003000	NE
cds_SP5448_00900	2	11	6	56	-1.000000	S
cds_SP5448_00905	27	78	7	80	0.000000	NE
cds_SP5448_00910	1	115	114	2485	1.000000	E
cds_SP5448_00915	17	71	12	198	0.001000	NE
cds_SP5448_00920	6	17	4	54	0.000000	NE
cds_SP5448_00925	10	33	5	62	0.000000	NE
cds_SP5448_00930	4	28	15	420	0.380000	U
cds_SP5448_00935	16	40	6	81	0.000000	NE
cds_SP5448_00940	9	32	6	111	0.000000	NE
cds_SP5448_00945	35	127	10	112	0.000000	NE
cds_SP5448_00950	23	74	9	78	0.000000	NE
cds_SP5448_00955	11	63	12	173	0.001000	NE
cds_SP5448_00960	21	106	22	366	0.222000	U
cds_SP5448_00965	7	160	48	831	0.997000	E
cds_SP5448_00970	10	24	5	62	0.000000	NE
cds_SP5448_00975	7	34	8	77	0.000000	NE
cds_SP5448_00980	6	16	3	59	0.000000	NE
cds_SP5448_00985	47	128	11	105	0.001000	NE
cds_SP5448_00990	19	48	8	152	0.000000	NE
cds_SP5448_00995	4	8	3	93	-1.000000	S
cds_SP5448_01000	9	16	3	28	0.000000	NE
cds_SP5448_01005	22	49	4	29	0.000000	NE
cds_SP5448_01010	2	10	4	117	0.000000	NE
cds_SP5448_01015	19	76	10	169	0.001000	NE
cds_SP5448_01020	18	53	8	67	0.000000	NE
cds_SP5448_01025	19	58	8	131	0.000000	NE
cds_SP5448_01030	18	39	4	27	0.000000	NE
cds_SP5448_01035	21	74	7	67	0.000000	NE
cds_SP5448_01045	17	60	8	154	0.000000	NE
cds_SP5448_01050	3	18	6	148	0.000000	NE
cds_SP5448_01055	8	40	10	86	0.001000	NE
cds_SP5448_01060	12	45	10	178	0.001000	NE
cds_SP5448_01065	0	27	27	509	0.973000	U
cds_SP5448_01070	39	86	7	146	0.000000	NE
cds_SP5448_01075	33	80	6	57	0.000000	NE
cds_SP5448_01085	2	75	66	1179	1.000000	E
cds_SP5448_01090	47	128	9	131	0.000000	NE
cds_SP5448_01095	22	46	7	65	0.000000	NE
cds_SP5448_01100	14	32	4	32	0.000000	NE
cds_SP5448_01105	1	3	2	66	-1.000000	S
cds_SP5448_01115	10	57	16	230	0.002000	NE
cds_SP5448_01120	0	58	58	879	1.000000	E
cds_SP5448_01125	2	70	43	618	0.996000	E
cds_SP5448_01130	11	35	11	141	0.001000	NE
cds_SP5448_01135	18	115	16	353	0.049000	U
cds_SP5448_01140	18	105	27	539	0.600000	U
cds_SP5448_01145	11	40	7	125	0.000000	NE
cds_SP5448_01150	4	26	16	208	0.001000	NE
cds_SP5448_01155	18	75	8	133	0.000000	NE
cds_SP5448_01160	1	27	26	483	0.966000	U
cds_SP5448_01165	16	50	6	128	0.000000	NE
cds_SP5448_01170	1	80	74	1361	1.000000	E
cds_SP5448_01175	46	122	7	98	0.000000	NE
cds_SP5448_01180	51	131	16	181	0.001000	NE
cds_SP5448_01185	29	61	6	50	0.000000	NE
cds_SP5448_01190	0	19	19	347	0.933000	U
cds_SP5448_01195	8	47	17	284	0.057000	U
cds_SP5448_01200	2	48	28	609	0.923000	U
cds_SP5448_01205	0	11	11	126	-1.000000	S
cds_SP5448_01210	10	41	10	118	0.001000	NE
cds_SP5448_01215	16	67	13	199	0.001000	NE
cds_SP5448_01220	16	61	11	131	0.001000	NE
cds_SP5448_01225	14	50	8	174	0.000000	NE
cds_SP5448_01230	14	54	12	115	0.001000	NE
cds_SP5448_01235	23	68	8	78	0.000000	NE
cds_SP5448_01240	24	65	10	101	0.001000	NE
cds_SP5448_01245	18	53	11	209	0.001000	NE
cds_SP5448_01250	11	44	6	56	0.000000	NE
cds_SP5448_01255	8	35	10	156	0.001000	NE
cds_SP5448_01260	5	38	16	341	0.254000	U
cds_SP5448_01270	1	56	52	798	0.999000	E
cds_SP5448_01275	1	35	26	552	0.919000	U
cds_SP5448_01280	1	44	27	388	0.920000	U
cds_SP5448_01285	12	75	18	321	0.120000	U
cds_SP5448_01290	21	71	9	108	0.000000	NE
cds_SP5448_01295	9	56	12	128	0.001000	NE
cds_SP5448_01300	43	205	16	180	0.001000	NE
cds_SP5448_01305	1	28	22	323	0.901000	U
cds_SP5448_01310	1	30	29	462	0.989000	U
cds_SP5448_01315	0	89	89	2046	1.000000	E
cds_SP5448_01320	0	59	59	1006	1.000000	E
cds_SP5448_01330	0	30	30	735	0.987000	U
cds_SP5448_01335	0	105	105	1521	1.000000	E
cds_SP5448_01340	42	131	18	234	0.001000	NE
cds_SP5448_01345	21	65	8	108	0.000000	NE
cds_SP5448_01350	4	46	21	382	0.612000	U
cds_SP5448_01355	1	92	88	1086	1.000000	E
cds_SP5448_01365	3	49	43	693	0.999000	E
cds_SP5448_01370	2	76	73	1215	1.000000	E
cds_SP5448_01375	2	62	45	959	0.998000	E
cds_SP5448_01380	1	23	21	442	0.895000	U
cds_SP5448_01385	0	87	87	1408	1.000000	E
cds_SP5448_01390	38	100	11	135	0.001000	NE
cds_SP5448_01395	45	111	8	79	0.000000	NE
cds_SP5448_01400	28	110	9	109	0.000000	NE
cds_SP5448_01405	29	133	22	290	0.057000	U
cds_SP5448_01410	19	76	15	224	0.001000	NE
cds_SP5448_01415	17	60	7	68	0.000000	NE
cds_SP5448_01420	10	54	12	168	0.001000	NE
cds_SP5448_01425	2	6	4	53	-1.000000	S
cds_SP5448_01435	42	91	7	140	0.000000	NE
cds_SP5448_01440	0	2	2	59	-1.000000	S
cds_SP5448_01445	40	186	13	194	0.001000	NE
cds_SP5448_01450	5	11	2	10	-1.000000	S
cds_SP5448_01455	2	7	3	19	-1.000000	S
cds_SP5448_01460	1	7	4	43	-1.000000	S
cds_SP5448_01465	18	44	11	104	0.001000	NE
cds_SP5448_01470	13	55	17	291	0.104000	U
cds_SP5448_01475	3	76	30	264	0.139000	U
cds_SP5448_01480	7	31	9	93	0.001000	NE
cds_SP5448_01485	11	41	8	119	0.000000	NE
cds_SP5448_01490	8	69	18	264	0.013000	NE
cds_SP5448_01495	8	59	18	519	0.264000	U
cds_SP5448_01500	5	30	9	122	0.001000	NE
cds_SP5448_01505	35	91	8	200	0.000000	NE
cds_SP5448_01510	16	61	12	103	0.001000	NE
cds_SP5448_01515	1	3	1	2	-1.000000	S
cds_SP5448_01520	0	48	48	830	1.000000	E
cds_SP5448_01525	3	16	9	84	0.001000	NE
cds_SP5448_01530	32	77	7	65	0.000000	NE
cds_SP5448_01540	2	24	11	134	0.001000	NE
cds_SP5448_01545	2	85	31	552	0.860000	U
cds_SP5448_01550	12	50	10	191	0.001000	NE
cds_SP5448_01555	16	70	13	226	0.001000	NE
cds_SP5448_01560	0	57	57	1194	1.000000	E
cds_SP5448_01565	20	58	12	110	0.001000	NE
cds_SP5448_01570	1	24	19	262	0.182000	U
cds_SP5448_01575	3	96	46	713	0.997000	E
cds_SP5448_01580	1	116	75	1037	1.000000	E
cds_SP5448_01585	0	19	19	224	0.984000	U
cds_SP5448_01590	1	52	47	646	1.000000	E
cds_SP5448_01595	6	39	15	142	0.001000	NE
cds_SP5448_01600	4	70	56	823	1.000000	E
cds_SP5448_01605	4	13	5	75	0.000000	NE
cds_SP5448_01610	25	66	9	104	0.000000	NE
cds_SP5448_01615	14	53	19	262	0.005000	NE
cds_SP5448_01620	37	103	11	127	0.001000	NE
cds_SP5448_01625	8	48	17	254	0.006000	NE
cds_SP5448_01630	18	60	7	82	0.000000	NE
cds_SP5448_01635	1	25	24	502	0.945000	U
cds_SP5448_01640	15	45	12	179	0.001000	NE
cds_SP5448_01645	10	44	12	162	0.001000	NE
cds_SP5448_01650	3	13	4	97	0.000000	NE
cds_SP5448_01655	10	32	11	127	0.001000	NE
cds_SP5448_01660	3	18	7	69	0.000000	NE
cds_SP5448_01665	41	158	16	260	0.001000	NE
cds_SP5448_01670	17	57	11	135	0.001000	NE
cds_SP5448_01675	18	94	39	525	0.979000	U
cds_SP5448_01680	3	60	20	231	0.001000	NE
cds_SP5448_01685	7	69	29	414	0.870000	U
cds_SP5448_01690	5	59	29	369	0.915000	U
cds_SP5448_01695	19	72	8	92	0.000000	NE
cds_SP5448_01700	16	142	41	711	0.973000	U
cds_SP5448_01705	12	61	21	309	0.284000	U
cds_SP5448_01710	15	43	10	114	0.001000	NE
cds_SP5448_01715	42	147	12	173	0.001000	NE
cds_SP5448_01720	1	44	40	518	0.999000	E
cds_SP5448_01725	0	74	74	903	1.000000	E
cds_SP5448_01730	3	22	11	153	0.001000	NE
cds_SP5448_01735	0	51	51	544	1.000000	E
cds_SP5448_01740	40	181	17	173	0.001000	NE
cds_SP5448_01745	13	54	10	95	0.001000	NE
cds_SP5448_01750	0	19	19	307	0.975000	U
cds_SP5448_01755	19	51	7	76	0.000000	NE
cds_SP5448_01760	30	84	6	87	0.000000	NE
cds_SP5448_01765	8	24	3	41	0.000000	NE
cds_SP5448_01770	0	13	13	285	0.954000	U
cds_SP5448_01775	2	31	18	236	0.005000	NE
cds_SP5448_01780	0	16	16	207	0.973000	U
cds_SP5448_01785	9	39	11	192	0.001000	NE
cds_SP5448_01790	1	59	52	760	1.000000	E
cds_SP5448_01795	47	164	15	321	0.016000	NE
cds_SP5448_01800	15	65	14	289	0.033000	NE
cds_SP5448_01805	7	26	10	144	0.001000	NE
cds_SP5448_01810	1	31	22	423	0.827000	U
cds_SP5448_01815	0	25	25	377	0.978000	U
cds_SP5448_01820	0	34	34	397	0.994000	E
cds_SP5448_01825	16	68	14	170	0.001000	NE
cds_SP5448_01830	14	86	18	206	0.001000	NE
cds_SP5448_01835	33	111	12	167	0.001000	NE
cds_SP5448_01845	80	222	14	200	0.001000	NE
cds_SP5448_01850	13	44	12	245	0.001000	NE
cds_SP5448_01855	2	58	46	712	1.000000	E
cds_SP5448_01860	18	45	7	65	0.000000	NE
cds_SP5448_01865	15	31	4	32	0.000000	NE
cds_SP5448_01875	0	157	157	2511	1.000000	E
cds_SP5448_01880	0	27	27	330	0.992000	E
cds_SP5448_01885	1	84	62	778	1.000000	E
cds_SP5448_01890	45	111	7	92	0.000000	NE
cds_SP5448_01895	86	277	10	187	0.000000	NE
cds_SP5448_01900	23	72	9	115	0.000000	NE
cds_SP5448_01905	12	53	15	322	0.167000	U
cds_SP5448_01910	30	78	5	96	0.000000	NE
cds_SP5448_01915	13	48	11	192	0.001000	NE
cds_SP5448_01920	44	133	7	71	0.000000	NE
cds_SP5448_01925	39	134	10	153	0.000000	NE
cds_SP5448_01930	23	51	4	48	0.000000	NE
cds_SP5448_01935	14	56	8	76	0.000000	NE
cds_SP5448_01940	31	102	11	149	0.001000	NE
cds_SP5448_01945	14	153	29	362	0.454000	U
cds_SP5448_01950	19	69	12	136	0.001000	NE
cds_SP5448_01955	33	83	6	73	0.000000	NE
cds_SP5448_01960	29	81	14	178	0.001000	NE
cds_SP5448_01965	22	98	16	264	0.004000	NE
cds_SP5448_01970	5	50	24	265	0.183000	U
cds_SP5448_01975	2	81	49	751	0.999000	E
cds_SP5448_01980	1	62	56	723	1.000000	E
cds_SP5448_01985	17	50	8	62	0.000000	NE
cds_SP5448_01990	3	9	4	100	0.000000	NE
cds_SP5448_01995	0	12	12	262	0.938000	U
cds_SP5448_02000	0	76	76	1458	1.000000	E
cds_SP5448_02005	1	62	61	1390	1.000000	E
cds_SP5448_02010	9	20	4	49	0.000000	NE
cds_SP5448_02015	6	18	4	44	0.000000	NE
cds_SP5448_02020	16	48	6	48	0.000000	NE
cds_SP5448_02025	10	55	7	78	0.000000	NE
cds_SP5448_02030	5	55	25	210	0.002000	NE
cds_SP5448_02035	0	81	81	1032	1.000000	E
cds_SP5448_02040	3	32	27	505	0.958000	U
cds_SP5448_02045	3	94	56	1000	1.000000	E
cds_SP5448_02050	1	63	60	1100	1.000000	E
cds_SP5448_02055	2	49	44	695	0.998000	E
cds_SP5448_02060	0	32	32	428	0.992000	E
cds_SP5448_02065	0	72	72	963	1.000000	E
cds_SP5448_02070	0	14	14	217	0.963000	U
cds_SP5448_02075	1	67	55	752	1.000000	E
cds_SP5448_02080	0	72	72	919	1.000000	E
cds_SP5448_02085	2	48	33	476	0.975000	U
cds_SP5448_02090	0	70	70	1224	1.000000	E
cds_SP5448_02095	1	22	19	386	0.842000	U
cds_SP5448_02100	1	20	12	170	0.001000	NE
cds_SP5448_02105	1	74	73	1348	1.000000	E
cds_SP5448_02110	1	45	28	566	0.919000	U
cds_SP5448_02115	2	48	28	440	0.909000	U
cds_SP5448_02120	1	72	71	1274	1.000000	E
cds_SP5448_02125	3	23	6	66	0.000000	NE
cds_SP5448_02130	6	54	15	238	0.002000	NE
cds_SP5448_02135	3	44	17	392	0.361000	U
cds_SP5448_02140	8	48	9	215	0.001000	NE
cds_SP5448_02145	14	48	7	128	0.000000	NE
cds_SP5448_02150	39	120	17	230	0.001000	NE
cds_SP5448_02155	0	43	43	452	0.999000	E
cds_SP5448_02160	20	48	6	74	0.000000	NE
cds_SP5448_02165	32	100	13	117	0.001000	NE
cds_SP5448_02170	10	29	9	111	0.001000	NE
cds_SP5448_02175	9	27	7	96	0.000000	NE
cds_SP5448_02180	9	46	12	157	0.001000	NE
cds_SP5448_02185	17	99	13	148	0.001000	NE
cds_SP5448_02190	0	60	60	768	1.000000	E
cds_SP5448_02195	17	45	6	126	0.000000	NE
cds_SP5448_02200	0	4	4	41	-1.000000	S
cds_SP5448_02205	21	72	7	59	0.000000	NE
cds_SP5448_02210	10	50	12	131	0.001000	NE
cds_SP5448_02215	14	34	5	68	0.000000	NE
cds_SP5448_02220	2	24	12	169	0.001000	NE
cds_SP5448_02230	5	31	9	149	0.001000	NE
cds_SP5448_02235	4	12	3	39	0.000000	NE
cds_SP5448_02240	0	18	18	265	0.981000	U
cds_SP5448_02250	1	13	12	168	0.820000	U
cds_SP5448_02255	4	23	10	196	0.001000	NE
cds_SP5448_02265	3	18	6	82	0.001000	NE
cds_SP5448_02270	0	13	13	289	0.943000	U
cds_SP5448_02275	6	77	26	404	0.633000	U
cds_SP5448_02280	7	37	9	115	0.001000	NE
cds_SP5448_02285	4	39	13	264	0.010000	NE
cds_SP5448_02290	26	130	15	158	0.001000	NE
cds_SP5448_02295	20	177	39	470	0.906000	U
cds_SP5448_02300	2	12	4	103	0.000000	NE
cds_SP5448_02305	16	93	13	154	0.001000	NE
cds_SP5448_02315	5	25	5	41	0.000000	NE
cds_SP5448_02320	11	70	20	225	0.001000	NE
cds_SP5448_02325	1	17	10	117	0.055000	U
cds_SP5448_02330	6	32	9	102	0.001000	NE
cds_SP5448_02335	8	31	6	68	0.000000	NE
cds_SP5448_02340	28	108	8	131	0.000000	NE
cds_SP5448_02345	56	131	7	121	0.000000	NE
cds_SP5448_02350	38	119	11	95	0.001000	NE
cds_SP5448_02355	7	19	3	38	0.000000	NE
cds_SP5448_02360	7	17	4	158	0.000000	NE
cds_SP5448_02365	3	30	10	132	0.001000	NE
cds_SP5448_02370	17	61	9	71	0.000000	NE
cds_SP5448_02375	5	31	8	104	0.000000	NE
cds_SP5448_02380	11	25	5	52	0.000000	NE
cds_SP5448_02385	10	30	7	93	0.000000	NE
cds_SP5448_02390	3	36	30	306	0.990000	U
cds_SP5448_02395	11	45	7	87	0.000000	NE
cds_SP5448_02400	3	25	17	265	0.068000	U
cds_SP5448_02405	8	26	9	74	0.001000	NE
cds_SP5448_02410	78	316	13	196	0.001000	NE
cds_SP5448_02415	21	78	8	71	0.000000	NE
cds_SP5448_02420	32	148	21	199	0.001000	NE
cds_SP5448_02425	24	80	6	64	0.000000	NE
cds_SP5448_02430	19	59	11	199	0.001000	NE
cds_SP5448_02435	37	131	13	230	0.001000	NE
cds_SP5448_02445	17	40	5	54	0.000000	NE
cds_SP5448_02450	3	17	6	35	0.000000	NE
cds_SP5448_02455	3	12	5	58	0.000000	NE
cds_SP5448_02460	4	11	3	17	-1.000000	S
cds_SP5448_02465	35	97	9	118	0.000000	NE
cds_SP5448_02470	44	118	8	68	0.000000	NE
cds_SP5448_02475	4	9	4	118	0.007000	NE
cds_SP5448_02480	1	50	48	491	1.000000	E
cds_SP5448_02485	0	65	65	1141	1.000000	E
cds_SP5448_02490	0	17	17	291	0.975000	U
cds_SP5448_02495	1	26	25	285	0.992000	E
