name,type,original_reads,reads,one_hits,failed,samples,rpm,count_table
hpgl0867,v0M1,0,9315167,8874450,187285,253432,0.112683039512308,hpgl0867-v0M1.count.xz
hpgl0867,def,0,9315167,9215964,99203,0,0.108507368301352,hpgl0867-def.count.xz
