name,type,original_reads,reads,one_hits,failed,samples,rpm,count_table
hpgl0873,def,0,8481807,8423559,58248,0,0.118714666805325,hpgl0873-def.count.xz
hpgl0873,v0M1,0,8481807,7995582,238113,248112,0.125069069393573,hpgl0873-v0M1.count.xz
