# Copyright 2014. Michael A. DeJesus & Thomas R. Ioerger
# Version 1.21; http://saclab.tamu.edu/essentiality/
#
#Command used:	python /cbcb/sw/RedHat-7-x86_64/common/local/essentiality/1.0/bin/gumbelMH.py -f outputs/essentiality/hpgl0870-v0M1_gene_tas.txt -m 1 -s 1000
#FDR Corrected thresholds: 0.991 0.044
#MH Acceptance-Rate:	39.66%
#Total Iterations Performed:	22968
#Sample Size:	1000
#phi estimate:	0.642085
#Orf	k	n	r	s	zbar	Call
cds_SP5448_00005	3	106	40	557	1.000000	E
cds_SP5448_00010	3	102	43	545	0.999000	E
cds_SP5448_00015	2	15	11	124	0.028000	NE
cds_SP5448_00020	17	80	8	60	0.000000	NE
cds_SP5448_00025	1	56	44	413	1.000000	E
cds_SP5448_00030	101	265	11	172	0.000000	NE
cds_SP5448_00035	8	30	9	66	0.001000	NE
cds_SP5448_00040	2	30	16	157	0.001000	NE
cds_SP5448_00050	27	128	17	190	0.001000	NE
cds_SP5448_00055	5	130	44	472	1.000000	E
cds_SP5448_00060	0	55	55	528	1.000000	E
cds_SP5448_00065	8	138	55	629	1.000000	E
cds_SP5448_00070	17	156	28	358	0.930000	U
cds_SP5448_00080	56	91	3	40	0.000000	NE
cds_SP5448_00085	0	2	2	59	-1.000000	S
cds_SP5448_00090	87	186	8	141	0.000000	NE
cds_SP5448_00095	9	11	1	2	-1.000000	S
cds_SP5448_00100	2	4	1	2	-1.000000	S
cds_SP5448_00105	0	3	3	14	-1.000000	S
cds_SP5448_00110	2	5	3	47	-1.000000	S
cds_SP5448_00115	0	4	4	50	-1.000000	S
cds_SP5448_00120	1	4	3	47	-1.000000	S
cds_SP5448_00125	0	2	2	13	-1.000000	S
cds_SP5448_00130	1	3	1	2	-1.000000	S
cds_SP5448_00135	2	6	3	34	-1.000000	S
cds_SP5448_00140	1	3	1	2	-1.000000	S
cds_SP5448_00145	1	4	2	38	-1.000000	S
cds_SP5448_00150	2	6	3	31	-1.000000	S
cds_SP5448_00155	0	2	2	49	-1.000000	S
cds_SP5448_00160	3	5	1	2	-1.000000	S
cds_SP5448_00165	1	2	1	2	-1.000000	S
cds_SP5448_00170	2	4	2	8	-1.000000	S
cds_SP5448_00175	0	4	4	69	-1.000000	S
cds_SP5448_00180	0	5	5	74	-1.000000	S
cds_SP5448_00185	4	87	51	749	1.000000	E
cds_SP5448_00190	4	61	24	338	0.940000	U
cds_SP5448_00195	13	65	7	64	0.000000	NE
cds_SP5448_00200	4	86	53	584	1.000000	E
