# Copyright 2014. Michael A. DeJesus & Thomas R. Ioerger
# Version 1.21; http://saclab.tamu.edu/essentiality/
#
#Command used:	python /cbcb/sw/RedHat-7-x86_64/common/local/essentiality/1.0/bin/gumbelMH.py -f outputs/essentiality/hpgl0870-v0M1_gene_tas.txt -m 8 -s 1000
#FDR Corrected thresholds: 0.993 0.029
#MH Acceptance-Rate:	32.87%
#Total Iterations Performed:	22968
#Sample Size:	1000
#phi estimate:	0.825858
#Orf	k	n	r	s	zbar	Call
cds_SP5448_00005	0	106	106	1312	1.000000	E
cds_SP5448_00010	0	102	102	1119	1.000000	E
cds_SP5448_00015	1	15	14	174	0.851000	U
cds_SP5448_00020	2	80	47	619	0.907000	U
cds_SP5448_00025	0	56	56	565	0.994000	E
cds_SP5448_00030	45	265	22	284	0.003000	NE
cds_SP5448_00035	4	30	9	76	0.001000	NE
cds_SP5448_00040	1	30	17	160	0.001000	NE
cds_SP5448_00050	8	128	48	504	0.790000	U
cds_SP5448_00055	0	130	130	1266	1.000000	E
cds_SP5448_00060	0	55	55	528	0.988000	U
cds_SP5448_00065	0	138	138	1974	1.000000	E
cds_SP5448_00070	1	156	84	853	0.995000	E
cds_SP5448_00080	32	91	11	202	0.001000	NE
cds_SP5448_00085	0	2	2	59	-1.000000	S
cds_SP5448_00090	28	186	23	373	0.035000	U
cds_SP5448_00095	2	11	5	32	-1.000000	S
cds_SP5448_00100	1	4	3	59	-1.000000	S
cds_SP5448_00105	0	3	3	14	-1.000000	S
cds_SP5448_00110	2	5	3	47	-1.000000	S
cds_SP5448_00115	0	4	4	50	-1.000000	S
cds_SP5448_00120	1	4	3	47	-1.000000	S
cds_SP5448_00125	0	2	2	13	-1.000000	S
cds_SP5448_00130	1	3	1	2	-1.000000	S
cds_SP5448_00135	1	6	3	34	-1.000000	S
cds_SP5448_00140	1	3	1	2	-1.000000	S
cds_SP5448_00145	0	4	4	67	-1.000000	S
cds_SP5448_00150	1	6	5	58	-1.000000	S
cds_SP5448_00155	0	2	2	49	-1.000000	S
cds_SP5448_00160	1	5	3	40	-1.000000	S
cds_SP5448_00165	1	2	1	2	-1.000000	S
cds_SP5448_00170	1	4	3	14	-1.000000	S
cds_SP5448_00175	0	4	4	69	-1.000000	S
cds_SP5448_00180	0	5	5	74	-1.000000	S
cds_SP5448_00185	0	87	87	1180	1.000000	E
cds_SP5448_00190	0	61	61	956	0.997000	E
cds_SP5448_00195	0	65	65	751	0.996000	E
cds_SP5448_00200	0	86	86	991	0.999000	E
cds_SP5448_00205	1	22	14	131	0.005000	NE
cds_SP5448_00210	5	48	10	117	0.001000	NE
cds_SP5448_00215	21	171	18	255	0.001000	NE
cds_SP5448_00220	18	95	17	237	0.001000	NE
cds_SP5448_00225	5	49	13	288	0.025000	NE
cds_SP5448_00230	5	29	6	56	0.000000	NE
cds_SP5448_00235	15	61	15	311	0.037000	U
cds_SP5448_00240	20	92	13	136	0.001000	NE
cds_SP5448_00245	17	58	7	163	0.000000	NE
cds_SP5448_00250	1	17	15	468	0.572000	U
cds_SP5448_00255	15	38	8	263	0.006000	NE
cds_SP5448_00260	39	173	16	113	0.001000	NE
cds_SP5448_00265	3	57	20	552	0.187000	U
cds_SP5448_00270	14	90	15	112	0.001000	NE
cds_SP5448_00280	1	78	53	634	0.963000	U
cds_SP5448_00285	9	41	14	160	0.001000	NE
cds_SP5448_00290	0	38	38	386	0.959000	U
cds_SP5448_00295	2	150	85	1014	1.000000	E
cds_SP5448_00300	13	148	55	936	0.939000	U
cds_SP5448_00305	13	67	13	165	0.001000	NE
cds_SP5448_00310	30	106	12	205	0.001000	NE
cds_SP5448_00315	0	13	13	288	0.912000	U
cds_SP5448_00320	0	31	31	613	0.870000	U
cds_SP5448_00325	0	31	31	613	0.888000	U
cds_SP5448_00330	0	15	15	287	0.940000	U
cds_SP5448_00335	0	47	47	828	0.984000	U
cds_SP5448_00340	0	14	14	273	0.928000	U
cds_SP5448_00345	0	20	20	333	0.884000	U
cds_SP5448_00350	0	34	34	640	0.908000	U
cds_SP5448_00355	0	27	27	409	0.872000	U
cds_SP5448_00360	0	7	7	192	0.884000	U
cds_SP5448_00365	0	22	22	252	0.963000	U
cds_SP5448_00370	0	21	21	333	0.900000	U
cds_SP5448_00375	0	22	22	298	0.958000	U
cds_SP5448_00380	1	34	22	303	0.383000	U
cds_SP5448_00385	0	10	10	180	0.906000	U
cds_SP5448_00390	0	24	24	393	0.843000	U
cds_SP5448_00395	0	36	36	528	0.926000	U
cds_SP5448_00400	0	19	19	342	0.871000	U
cds_SP5448_00405	0	25	25	486	0.791000	U
cds_SP5448_00410	0	16	16	171	0.930000	U
cds_SP5448_00415	0	29	29	424	0.904000	U
cds_SP5448_00420	0	117	117	1297	1.000000	E
cds_SP5448_00425	1	46	34	424	0.794000	U
cds_SP5448_00430	0	15	15	181	0.936000	U
cds_SP5448_00435	0	9	9	109	-1.000000	S
cds_SP5448_00440	0	23	23	357	0.884000	U
cds_SP5448_00445	0	19	19	378	0.815000	U
cds_SP5448_00450	0	67	67	919	0.996000	E
cds_SP5448_00455	0	23	23	380	0.845000	U
cds_SP5448_00465	35	91	11	202	0.001000	NE
cds_SP5448_00470	0	2	2	59	-1.000000	S
cds_SP5448_00475	27	186	19	287	0.008000	NE
