name,type,original_reads,reads,one_hits,failed,samples,rpm,count_table
hpgl0877,def,0,12279137,12098727,180410,0,0.082653323775303,hpgl0877-def.count.xz
hpgl0877,v0M1,0,12279137,11482562,428847,367728,0.0870885783155362,hpgl0877-v0M1.count.xz
