name,type,original_reads,reads,one_hits,failed,samples,rpm,count_table
hpgl0897,def,0,9442355,9380577,61778,0,0.106603250524994,hpgl0897-def.count.xz
hpgl0897,v0M1,0,9442355,8880751,286426,275178,0.112603089536009,hpgl0897-v0M1.count.xz
