# Copyright 2014. Michael A. DeJesus & Thomas R. Ioerger
# Version 1.21; http://saclab.tamu.edu/essentiality/
#
#Command used:	python /cbcb/sw/RedHat-7-x86_64/common/local/essentiality/1.0/bin/gumbelMH.py -f outputs/essentiality/hpgl0905-v0M1_gene_tas.txt -m 8 -s 1000
#FDR Corrected thresholds: 0.995 0.024
#MH Acceptance-Rate:	31.76%
#Total Iterations Performed:	22968
#Sample Size:	1000
#phi estimate:	0.850506
#Orf	k	n	r	s	zbar	Call
cds_SP5448_00005	0	106	106	1312	1.000000	E
cds_SP5448_00010	0	102	102	1119	0.999000	E
cds_SP5448_00015	1	15	14	174	0.837000	U
cds_SP5448_00020	3	80	50	706	0.874000	U
cds_SP5448_00025	0	56	56	565	0.966000	U
cds_SP5448_00030	29	265	24	377	0.019000	NE
cds_SP5448_00035	2	30	14	131	0.001000	NE
cds_SP5448_00040	1	30	17	160	0.001000	NE
cds_SP5448_00050	6	128	54	561	0.791000	U
cds_SP5448_00055	0	130	130	1266	0.999000	E
cds_SP5448_00060	0	55	55	528	0.949000	U
cds_SP5448_00065	0	138	138	1974	1.000000	E
cds_SP5448_00070	1	156	152	1428	1.000000	E
cds_SP5448_00080	33	91	12	210	0.001000	NE
cds_SP5448_00085	0	2	2	59	-1.000000	S
cds_SP5448_00090	22	186	25	386	0.037000	U
cds_SP5448_00095	3	11	5	32	-1.000000	S
cds_SP5448_00100	1	4	3	59	-1.000000	S
cds_SP5448_00105	0	3	3	14	-1.000000	S
cds_SP5448_00110	1	5	4	56	-1.000000	S
cds_SP5448_00115	0	4	4	50	-1.000000	S
cds_SP5448_00120	1	4	3	47	-1.000000	S
cds_SP5448_00125	0	2	2	13	-1.000000	S
cds_SP5448_00130	0	3	3	27	-1.000000	S
cds_SP5448_00135	2	6	3	34	-1.000000	S
cds_SP5448_00140	1	3	1	2	-1.000000	S
cds_SP5448_00145	0	4	4	67	-1.000000	S
cds_SP5448_00150	1	6	5	58	-1.000000	S
cds_SP5448_00155	0	2	2	49	-1.000000	S
cds_SP5448_00160	1	5	3	40	-1.000000	S
cds_SP5448_00165	1	2	1	2	-1.000000	S
cds_SP5448_00170	1	4	3	14	-1.000000	S
cds_SP5448_00175	0	4	4	69	-1.000000	S
cds_SP5448_00180	0	5	5	74	-1.000000	S
cds_SP5448_00185	0	87	87	1180	0.999000	E
cds_SP5448_00190	0	61	61	956	0.992000	U
cds_SP5448_00195	0	65	65	751	0.991000	U
cds_SP5448_00200	0	86	86	991	0.996000	E
cds_SP5448_00205	0	22	22	210	0.958000	U
cds_SP5448_00210	3	48	24	450	0.368000	U
cds_SP5448_00215	14	171	26	629	0.057000	U
cds_SP5448_00220	15	95	18	269	0.002000	NE
cds_SP5448_00225	7	49	8	250	0.002000	NE
cds_SP5448_00230	3	29	16	272	0.029000	U
cds_SP5448_00235	15	61	15	311	0.051000	U
cds_SP5448_00240	18	92	12	100	0.001000	NE
cds_SP5448_00245	14	58	13	269	0.005000	NE
cds_SP5448_00250	1	17	16	418	0.574000	U
cds_SP5448_00255	12	38	11	421	0.111000	U
cds_SP5448_00260	38	173	17	130	0.001000	NE
cds_SP5448_00265	4	57	20	552	0.169000	U
cds_SP5448_00270	11	90	26	241	0.002000	NE
cds_SP5448_00280	1	78	53	634	0.878000	U
cds_SP5448_00285	11	41	9	126	0.001000	NE
cds_SP5448_00290	0	38	38	386	0.940000	U
cds_SP5448_00295	2	150	85	1014	0.993000	U
cds_SP5448_00300	15	148	48	860	0.643000	U
cds_SP5448_00305	10	67	13	165	0.001000	NE
cds_SP5448_00310	25	106	13	156	0.001000	NE
cds_SP5448_00315	0	13	13	288	0.936000	U
cds_SP5448_00320	0	31	31	613	0.808000	U
cds_SP5448_00325	0	31	31	613	0.802000	U
cds_SP5448_00330	0	15	15	287	0.935000	U
cds_SP5448_00335	0	47	47	828	0.951000	U
cds_SP5448_00340	0	14	14	273	0.926000	U
cds_SP5448_00345	0	20	20	333	0.882000	U
cds_SP5448_00350	0	34	34	640	0.834000	U
cds_SP5448_00355	0	27	27	409	0.839000	U
cds_SP5448_00360	0	7	7	192	0.916000	U
cds_SP5448_00365	0	22	22	252	0.967000	U
cds_SP5448_00370	0	21	21	333	0.872000	U
cds_SP5448_00375	0	22	22	298	0.968000	U
cds_SP5448_00380	0	34	34	532	0.850000	U
cds_SP5448_00385	0	10	10	180	0.925000	U
cds_SP5448_00390	0	24	24	393	0.793000	U
cds_SP5448_00395	0	36	36	528	0.876000	U
cds_SP5448_00400	0	19	19	342	0.825000	U
cds_SP5448_00405	0	25	25	486	0.744000	U
cds_SP5448_00410	0	16	16	171	0.932000	U
cds_SP5448_00415	0	29	29	424	0.836000	U
cds_SP5448_00420	0	117	117	1297	1.000000	E
cds_SP5448_00425	1	46	34	424	0.682000	U
cds_SP5448_00430	0	15	15	181	0.923000	U
cds_SP5448_00435	0	9	9	109	-1.000000	S
cds_SP5448_00440	0	23	23	357	0.842000	U
cds_SP5448_00445	0	19	19	378	0.773000	U
cds_SP5448_00450	0	67	67	919	0.989000	U
cds_SP5448_00455	0	23	23	380	0.829000	U
cds_SP5448_00465	27	91	15	254	0.002000	NE
cds_SP5448_00470	0	2	2	59	-1.000000	S
cds_SP5448_00475	24	186	19	287	0.008000	NE
cds_SP5448_00480	3	11	5	32	-1.000000	S
cds_SP5448_00485	0	3	3	59	-1.000000	S
cds_SP5448_00490	1	4	3	14	-1.000000	S
cds_SP5448_00495	0	3	3	31	-1.000000	S
cds_SP5448_00500	0	5	5	55	-1.000000	S
cds_SP5448_00505	0	2	2	49	-1.000000	S
cds_SP5448_00510	1	5	3	40	-1.000000	S
cds_SP5448_00515	1	2	1	2	-1.000000	S
cds_SP5448_00520	0	3	3	30	-1.000000	S
cds_SP5448_00525	0	5	5	55	-1.000000	S
cds_SP5448_00530	0	2	2	56	-1.000000	S
cds_SP5448_00535	0	4	4	61	-1.000000	S
cds_SP5448_00540	0	2	2	4	-1.000000	S
cds_SP5448_00545	0	12	12	164	0.917000	U
cds_SP5448_00550	4	19	7	54	0.000000	NE
cds_SP5448_00555	2	14	11	212	0.762000	U
cds_SP5448_00560	1	47	25	258	0.019000	NE
cds_SP5448_00565	2	42	40	686	0.886000	U
cds_SP5448_00570	4	69	19	249	0.001000	NE
cds_SP5448_00575	3	25	13	191	0.001000	NE
cds_SP5448_00580	1	76	75	1254	0.996000	E
cds_SP5448_00585	2	170	136	1822	1.000000	E
cds_SP5448_00590	0	159	159	3545	1.000000	E
cds_SP5448_00595	2	187	111	2096	1.000000	E
cds_SP5448_00600	7	29	14	191	0.001000	NE
cds_SP5448_00605	6	73	30	343	0.274000	U
cds_SP5448_00610	14	86	19	148	0.001000	NE
cds_SP5448_00615	5	26	9	107	0.001000	NE
cds_SP5448_00620	3	33	9	110	0.001000	NE
cds_SP5448_00625	2	23	19	188	0.090000	U
cds_SP5448_00630	7	41	10	110	0.001000	NE
cds_SP5448_00635	10	28	7	69	0.000000	NE
cds_SP5448_00640	20	58	8	109	0.000000	NE
cds_SP5448_00645	1	77	71	1010	0.994000	U
cds_SP5448_00650	5	26	8	91	0.001000	NE
cds_SP5448_00655	9	50	16	263	0.008000	NE
cds_SP5448_00660	5	62	35	494	0.472000	U
cds_SP5448_00670	7	22	4	50	0.000000	NE
cds_SP5448_00675	2	25	22	274	0.728000	U
cds_SP5448_00680	4	28	8	240	0.000000	NE
cds_SP5448_00685	6	32	16	201	0.001000	NE
cds_SP5448_00690	6	37	9	118	0.001000	NE
cds_SP5448_00695	6	43	9	278	0.017000	NE
cds_SP5448_00700	4	49	25	478	0.340000	U
cds_SP5448_00705	10	115	26	323	0.093000	U
cds_SP5448_00710	38	203	19	201	0.001000	NE
cds_SP5448_00715	5	56	24	212	0.001000	NE
cds_SP5448_00720	10	85	32	366	0.299000	U
cds_SP5448_00725	6	66	25	265	0.020000	NE
cds_SP5448_00730	12	63	11	144	0.001000	NE
cds_SP5448_00735	17	84	14	224	0.001000	NE
cds_SP5448_00740	1	10	7	96	0.013000	NE
cds_SP5448_00745	3	20	9	141	0.001000	NE
cds_SP5448_00750	9	63	14	177	0.001000	NE
cds_SP5448_00755	6	65	23	243	0.003000	NE
cds_SP5448_00760	12	97	20	250	0.001000	NE
cds_SP5448_00765	12	68	10	101	0.001000	NE
cds_SP5448_00770	9	77	37	600	0.542000	U
cds_SP5448_00775	8	41	10	180	0.001000	NE
cds_SP5448_00780	9	48	8	100	0.000000	NE
cds_SP5448_00785	13	59	11	124	0.001000	NE
cds_SP5448_00790	6	22	7	72	0.000000	NE
cds_SP5448_00795	10	76	16	154	0.001000	NE
cds_SP5448_00800	2	27	20	257	0.117000	U
cds_SP5448_00805	28	168	17	153	0.001000	NE
cds_SP5448_00810	6	37	13	152	0.001000	NE
cds_SP5448_00815	3	38	16	166	0.001000	NE
cds_SP5448_00820	13	75	15	207	0.001000	NE
cds_SP5448_00825	7	26	7	75	0.000000	NE
cds_SP5448_00830	14	92	22	429	0.087000	U
cds_SP5448_00835	25	95	9	147	0.000000	NE
cds_SP5448_00840	5	42	19	329	0.284000	U
cds_SP5448_00845	9	75	19	286	0.018000	NE
cds_SP5448_00850	10	62	12	180	0.001000	NE
cds_SP5448_00855	6	71	29	669	0.370000	U
cds_SP5448_00860	8	57	19	390	0.151000	U
cds_SP5448_00865	0	23	23	535	0.691000	U
cds_SP5448_00870	18	97	19	263	0.002000	NE
cds_SP5448_00875	0	54	54	482	0.977000	U
cds_SP5448_00880	27	126	19	314	0.038000	U
cds_SP5448_00885	7	35	10	103	0.001000	NE
cds_SP5448_00890	0	15	15	223	0.932000	U
cds_SP5448_00900	0	11	11	118	-1.000000	S
cds_SP5448_00905	13	78	17	317	0.069000	U
cds_SP5448_00910	0	115	115	2492	1.000000	E
cds_SP5448_00915	9	71	18	273	0.005000	NE
cds_SP5448_00920	4	17	6	64	0.000000	NE
cds_SP5448_00925	5	33	10	163	0.001000	NE
cds_SP5448_00930	1	28	19	511	0.414000	U
cds_SP5448_00935	11	40	8	147	0.000000	NE
cds_SP5448_00940	4	32	20	477	0.401000	U
cds_SP5448_00945	23	127	16	220	0.001000	NE
cds_SP5448_00950	11	74	25	302	0.089000	U
cds_SP5448_00955	6	63	17	222	0.001000	NE
