name,type,original_reads,reads,one_hits,failed,samples,rpm,count_table
hpgl0874,def,0,8116021,8068597,47424,0,0.123937284263918,hpgl0874-def.count.xz
hpgl0874,v0M1,0,8116021,7725659,143803,246559,0.129438796094935,hpgl0874-v0M1.count.xz
