# Copyright 2014. Michael A. DeJesus & Thomas R. Ioerger
# Version 1.21; http://saclab.tamu.edu/essentiality/
#
#Command used:	python /cbcb/sw/RedHat-7-x86_64/common/local/essentiality/1.0/bin/gumbelMH.py -f outputs/essentiality/hpgl0866-v0M1_gene_tas.txt -m 2 -s 1000
#FDR Corrected thresholds: 0.994 0.037
#MH Acceptance-Rate:	35.33%
#Total Iterations Performed:	22968
#Sample Size:	1000
#phi estimate:	0.771762
#Orf	k	n	r	s	zbar	Call
cds_SP5448_00005	2	106	96	1182	1.000000	E
cds_SP5448_00010	3	102	64	739	0.999000	E
cds_SP5448_00015	0	15	15	183	0.945000	U
cds_SP5448_00020	7	80	56	699	0.997000	E
cds_SP5448_00025	0	56	56	565	0.997000	E
cds_SP5448_00030	52	265	22	284	0.007000	NE
cds_SP5448_00035	4	30	9	76	0.001000	NE
cds_SP5448_00040	2	30	17	160	0.001000	NE
cds_SP5448_00050	18	128	30	296	0.201000	U
cds_SP5448_00055	2	130	50	410	0.942000	U
cds_SP5448_00060	1	55	42	414	0.986000	U
cds_SP5448_00065	3	138	87	1445	1.000000	E
cds_SP5448_00070	13	156	42	338	0.759000	U
cds_SP5448_00080	43	91	8	114	0.000000	NE
cds_SP5448_00085	0	2	2	59	-1.000000	S
cds_SP5448_00090	50	186	11	169	0.001000	NE
cds_SP5448_00095	4	11	3	15	-1.000000	S
cds_SP5448_00100	2	4	1	2	-1.000000	S
cds_SP5448_00105	1	3	2	9	-1.000000	S
cds_SP5448_00110	1	5	4	56	-1.000000	S
cds_SP5448_00115	0	4	4	50	-1.000000	S
cds_SP5448_00120	1	4	3	47	-1.000000	S
cds_SP5448_00125	1	2	1	2	-1.000000	S
cds_SP5448_00130	1	3	1	2	-1.000000	S
cds_SP5448_00135	2	6	3	34	-1.000000	S
cds_SP5448_00140	1	3	1	2	-1.000000	S
cds_SP5448_00145	0	4	4	67	-1.000000	S
cds_SP5448_00150	2	6	3	31	-1.000000	S
cds_SP5448_00155	0	2	2	49	-1.000000	S
cds_SP5448_00160	2	5	3	40	-1.000000	S
