name,type,original_reads,reads,one_hits,failed,samples,rpm,count_table
hpgl0880,v0M1,0,11020299,10467873,198099,354327,0.0955303909399741,hpgl0880-v0M1.count.xz
hpgl0880,def,0,11020299,10941122,79177,0,0.0913983044883331,hpgl0880-def.count.xz
