# Copyright 2014. Michael A. DeJesus & Thomas R. Ioerger
# Version 1.21; http://saclab.tamu.edu/essentiality/
#
#Command used:	python /cbcb/sw/RedHat-7-x86_64/common/local/essentiality/1.0/bin/gumbelMH.py -f outputs/essentiality/hpgl0909-v0M1_gene_tas.txt -m 16 -s 1000
#FDR Corrected thresholds: 0.999 0.008
#MH Acceptance-Rate:	19.35%
#Total Iterations Performed:	22968
#Sample Size:	1000
#phi estimate:	0.940557
#Orf	k	n	r	s	zbar	Call
cds_SP5448_00005	0	106	106	1312	0.363000	U
cds_SP5448_00010	1	102	69	729	0.176000	U
cds_SP5448_00015	0	15	15	183	0.961000	U
cds_SP5448_00020	0	80	80	1108	0.556000	U
cds_SP5448_00025	0	56	56	565	0.432000	U
cds_SP5448_00030	9	265	46	555	0.035000	U
cds_SP5448_00035	0	30	30	268	0.961000	U
cds_SP5448_00040	0	30	30	338	0.878000	U
cds_SP5448_00050	3	128	91	913	0.106000	U
cds_SP5448_00055	0	130	130	1266	0.039000	U
cds_SP5448_00060	0	55	55	528	0.471000	U
cds_SP5448_00065	0	138	138	1974	0.789000	U
cds_SP5448_00070	5	156	50	418	0.083000	U
cds_SP5448_00080	8	91	34	640	0.212000	U
cds_SP5448_00085	0	2	2	59	-1.000000	S
cds_SP5448_00090	10	186	50	736	0.079000	U
cds_SP5448_00095	0	11	11	113	-1.000000	S
cds_SP5448_00100	0	4	4	68	-1.000000	S
cds_SP5448_00105	0	3	3	14	-1.000000	S
cds_SP5448_00110	1	5	4	56	-1.000000	S
cds_SP5448_00115	0	4	4	50	-1.000000	S
cds_SP5448_00120	1	4	3	47	-1.000000	S
cds_SP5448_00125	0	2	2	13	-1.000000	S
cds_SP5448_00130	0	3	3	27	-1.000000	S
cds_SP5448_00135	0	6	6	60	-1.000000	S
cds_SP5448_00140	0	3	3	20	-1.000000	S
cds_SP5448_00145	0	4	4	67	-1.000000	S
cds_SP5448_00150	0	6	6	69	-1.000000	S
cds_SP5448_00155	0	2	2	49	-1.000000	S
