# Copyright 2014. Michael A. DeJesus & Thomas R. Ioerger
# Version 1.21; http://saclab.tamu.edu/essentiality/
#
#Command used:	python /cbcb/sw/RedHat-7-x86_64/common/local/essentiality/1.0/bin/gumbelMH.py -f outputs/essentiality/hpgl0909-v0M1_gene_tas.txt -m 4 -s 1000
#FDR Corrected thresholds: 0.999 0.019
#MH Acceptance-Rate:	23.15%
#Total Iterations Performed:	22968
#Sample Size:	1000
#phi estimate:	0.912848
#Orf	k	n	r	s	zbar	Call
cds_SP5448_00005	3	106	52	634	0.146000	U
cds_SP5448_00010	4	102	50	544	0.115000	U
cds_SP5448_00015	0	15	15	183	0.942000	U
cds_SP5448_00020	1	80	54	663	0.244000	U
cds_SP5448_00025	1	56	49	465	0.354000	U
cds_SP5448_00030	15	265	44	606	0.027000	U
cds_SP5448_00035	2	30	20	186	0.006000	NE
cds_SP5448_00040	2	30	17	160	0.001000	NE
cds_SP5448_00050	8	128	41	467	0.079000	U
cds_SP5448_00055	0	130	130	1266	0.010000	NE
cds_SP5448_00060	2	55	34	332	0.320000	U
cds_SP5448_00065	1	138	102	1366	0.431000	U
cds_SP5448_00070	8	156	39	435	0.058000	U
cds_SP5448_00080	15	91	26	495	0.104000	U
cds_SP5448_00085	0	2	2	59	-1.000000	S
cds_SP5448_00090	14	186	39	540	0.045000	U
cds_SP5448_00095	2	11	3	15	-1.000000	S
cds_SP5448_00100	0	4	4	68	-1.000000	S
cds_SP5448_00105	0	3	3	14	-1.000000	S
cds_SP5448_00110	1	5	4	56	-1.000000	S
cds_SP5448_00115	0	4	4	50	-1.000000	S
cds_SP5448_00120	1	4	3	47	-1.000000	S
cds_SP5448_00125	0	2	2	13	-1.000000	S
cds_SP5448_00130	0	3	3	27	-1.000000	S
cds_SP5448_00135	1	6	3	34	-1.000000	S
cds_SP5448_00140	0	3	3	20	-1.000000	S
cds_SP5448_00145	0	4	4	67	-1.000000	S
cds_SP5448_00150	0	6	6	69	-1.000000	S
cds_SP5448_00155	0	2	2	49	-1.000000	S
cds_SP5448_00160	0	5	5	60	-1.000000	S
cds_SP5448_00165	1	2	1	2	-1.000000	S
cds_SP5448_00170	1	4	3	14	-1.000000	S
cds_SP5448_00175	0	4	4	69	-1.000000	S
cds_SP5448_00180	0	5	5	74	-1.000000	S
cds_SP5448_00185	1	87	73	1012	0.517000	U
cds_SP5448_00190	1	61	49	741	0.444000	U
cds_SP5448_00195	4	65	29	257	0.004000	NE
cds_SP5448_00200	1	86	51	624	0.237000	U
cds_SP5448_00205	0	22	22	210	0.923000	U
cds_SP5448_00210	1	48	32	441	0.312000	U
cds_SP5448_00215	14	171	32	639	0.057000	U
cds_SP5448_00220	7	95	18	269	0.006000	NE
cds_SP5448_00225	4	49	25	570	0.276000	U
cds_SP5448_00230	2	29	16	280	0.061000	U
cds_SP5448_00235	5	61	16	413	0.121000	U
cds_SP5448_00240	11	92	20	254	0.003000	NE
cds_SP5448_00245	9	58	31	747	0.403000	U
