name,type,original_reads,reads,one_hits,failed,samples,rpm,count_table
hpgl0888,def,0,7404350,7365348,39002,0,0.135770909942069,hpgl0888-def.count.xz
hpgl0888,v0M1,0,7404350,6918399,159153,326798,0.144542111549218,hpgl0888-v0M1.count.xz
