name,type,original_reads,reads,one_hits,failed,samples,rpm,count_table
hpgl0907,v0M1,0,9738567,258346,9421552,58669,3.87077794895218,hpgl0907-v0M1.count.xz
hpgl0907,def,0,9738567,445070,9293497,0,2.24683757611162,hpgl0907-def.count.xz
