name,type,original_reads,reads,one_hits,failed,samples,rpm,count_table
hpgl0891,v0M1,0,8558993,8100745,227437,230811,0.123445436191363,hpgl0891-v0M1.count.xz
hpgl0891,def,0,8558993,8469146,89847,0,0.118075659576538,hpgl0891-def.count.xz
