# Copyright 2014. Michael A. DeJesus & Thomas R. Ioerger
# Version 1.21; http://saclab.tamu.edu/essentiality/
#
#Command used:	python /cbcb/sw/RedHat-7-x86_64/common/local/essentiality/1.0/bin/gumbelMH.py -f outputs/essentiality/hpgl0889-v0M1_gene_tas.txt -m 1 -s 1000
#FDR Corrected thresholds: 0.999 0.047
#MH Acceptance-Rate:	39.59%
#Total Iterations Performed:	22968
#Sample Size:	1000
#phi estimate:	0.589992
#Orf	k	n	r	s	zbar	Call
cds_SP5448_00005	18	106	20	200	0.001000	NE
cds_SP5448_00010	14	102	20	163	0.001000	NE
cds_SP5448_00015	2	15	11	124	0.025000	NE
cds_SP5448_00020	22	80	13	194	0.001000	NE
cds_SP5448_00025	9	56	14	122	0.001000	NE
cds_SP5448_00030	132	265	9	102	0.000000	NE
cds_SP5448_00035	13	30	5	48	0.000000	NE
cds_SP5448_00040	4	30	12	128	0.001000	NE
cds_SP5448_00050	61	128	4	23	0.000000	NE
cds_SP5448_00055	26	130	25	181	0.001000	NE
cds_SP5448_00060	8	55	14	126	0.001000	NE
cds_SP5448_00065	33	138	13	210	0.001000	NE
cds_SP5448_00070	40	156	21	294	0.123000	U
cds_SP5448_00080	61	91	4	90	0.000000	NE
cds_SP5448_00085	0	2	2	59	-1.000000	S
cds_SP5448_00090	80	186	10	153	0.000000	NE
cds_SP5448_00095	9	11	1	2	-1.000000	S
cds_SP5448_00100	1	4	3	59	-1.000000	S
cds_SP5448_00105	0	3	3	14	-1.000000	S
cds_SP5448_00110	3	5	1	2	-1.000000	S
cds_SP5448_00115	0	4	4	50	-1.000000	S
cds_SP5448_00120	1	4	3	47	-1.000000	S
cds_SP5448_00125	1	2	1	2	-1.000000	S
cds_SP5448_00130	0	3	3	27	-1.000000	S
cds_SP5448_00135	2	6	3	34	-1.000000	S
cds_SP5448_00140	1	3	1	2	-1.000000	S
cds_SP5448_00145	0	4	4	67	-1.000000	S
cds_SP5448_00150	3	6	3	31	-1.000000	S
cds_SP5448_00155	0	2	2	49	-1.000000	S
cds_SP5448_00160	3	5	1	2	-1.000000	S
cds_SP5448_00165	1	2	1	2	-1.000000	S
cds_SP5448_00170	2	4	2	8	-1.000000	S
cds_SP5448_00175	1	4	3	31	-1.000000	S
cds_SP5448_00180	0	5	5	74	-1.000000	S
cds_SP5448_00185	13	87	14	226	0.001000	NE
cds_SP5448_00190	12	61	11	192	0.001000	NE
