name,type,original_reads,reads,one_hits,failed,samples,rpm,count_table
hpgl0878,v0M1,0,7765590,7365084,130010,270496,0.135775776623865,hpgl0878-v0M1.count.xz
hpgl0878,def,0,7765590,7703125,62465,0,0.129817444219067,hpgl0878-def.count.xz
