name,type,original_reads,reads,one_hits,failed,samples,rpm,count_table
hpgl0879,v0M1,0,5852926,5535943,126020,190963,0.180637698039882,hpgl0879-v0M1.count.xz
hpgl0879,def,0,5852926,5776703,76223,0,0.173109124703139,hpgl0879-def.count.xz
