# Copyright 2014. Michael A. DeJesus & Thomas R. Ioerger
# Version 1.21; http://saclab.tamu.edu/essentiality/
#
#Command used:	python /cbcb/sw/RedHat-7-x86_64/common/local/essentiality/1.0/bin/gumbelMH.py -f outputs/essentiality/hpgl0901-v0M1_gene_tas.txt -m 1 -s 1000
#FDR Corrected thresholds: 0.996 0.051
#MH Acceptance-Rate:	39.31%
#Total Iterations Performed:	22968
#Sample Size:	1000
#phi estimate:	0.638167
#Orf	k	n	r	s	zbar	Call
cds_SP5448_00005	11	106	27	326	0.859000	U
cds_SP5448_00010	4	102	31	421	0.981000	U
cds_SP5448_00015	1	15	14	174	0.948000	U
cds_SP5448_00020	22	80	11	182	0.001000	NE
cds_SP5448_00025	2	56	27	238	0.027000	NE
cds_SP5448_00030	100	265	9	108	0.000000	NE
cds_SP5448_00035	8	30	7	58	0.000000	NE
cds_SP5448_00040	4	30	10	101	0.001000	NE
cds_SP5448_00050	39	128	8	50	0.000000	NE
cds_SP5448_00055	16	130	16	148	0.001000	NE
cds_SP5448_00060	3	55	26	233	0.021000	NE
cds_SP5448_00065	10	138	51	789	1.000000	E
cds_SP5448_00070	20	156	20	190	0.001000	NE
cds_SP5448_00080	60	91	3	40	0.000000	NE
cds_SP5448_00085	0	2	2	59	-1.000000	S
cds_SP5448_00090	104	186	6	105	0.000000	NE
cds_SP5448_00095	8	11	1	2	-1.000000	S
cds_SP5448_00100	2	4	1	2	-1.000000	S
cds_SP5448_00105	0	3	3	14	-1.000000	S
cds_SP5448_00110	2	5	3	47	-1.000000	S
cds_SP5448_00115	1	4	3	41	-1.000000	S
cds_SP5448_00120	1	4	3	47	-1.000000	S
cds_SP5448_00125	0	2	2	13	-1.000000	S
cds_SP5448_00130	0	3	3	27	-1.000000	S
cds_SP5448_00135	3	6	3	34	-1.000000	S
cds_SP5448_00140	1	3	1	2	-1.000000	S
cds_SP5448_00145	0	4	4	67	-1.000000	S
cds_SP5448_00150	2	6	3	31	-1.000000	S
cds_SP5448_00155	0	2	2	49	-1.000000	S
cds_SP5448_00160	4	5	1	2	-1.000000	S
cds_SP5448_00165	1	2	1	2	-1.000000	S
cds_SP5448_00170	1	4	3	14	-1.000000	S
cds_SP5448_00175	0	4	4	69	-1.000000	S
cds_SP5448_00180	0	5	5	74	-1.000000	S
cds_SP5448_00185	6	87	54	767	1.000000	E
cds_SP5448_00190	6	61	16	262	0.010000	NE
cds_SP5448_00195	11	65	18	174	0.001000	NE
cds_SP5448_00200	7	86	23	323	0.802000	U
cds_SP5448_00205	2	22	14	131	0.011000	NE
cds_SP5448_00210	17	48	6	92	0.000000	NE
cds_SP5448_00215	48	171	8	145	0.000000	NE
cds_SP5448_00220	36	95	10	155	0.001000	NE
cds_SP5448_00225	14	49	8	250	0.000000	NE
cds_SP5448_00230	12	29	4	122	0.000000	NE
cds_SP5448_00235	27	61	8	202	0.000000	NE
cds_SP5448_00240	44	92	6	94	0.000000	NE
cds_SP5448_00245	31	58	3	80	0.000000	NE
cds_SP5448_00250	5	17	6	144	0.000000	NE
cds_SP5448_00255	19	38	5	120	0.000000	NE
cds_SP5448_00260	93	173	7	41	0.000000	NE
cds_SP5448_00265	10	57	19	544	0.971000	U
cds_SP5448_00270	45	90	4	40	0.000000	NE
cds_SP5448_00280	12	78	11	137	0.001000	NE
cds_SP5448_00285	21	41	5	25	0.000000	NE
cds_SP5448_00290	6	38	10	122	0.001000	NE
cds_SP5448_00295	14	150	29	330	0.813000	U
cds_SP5448_00300	44	148	11	263	0.001000	NE
cds_SP5448_00305	27	67	11	133	0.001000	NE
cds_SP5448_00310	60	106	4	29	0.000000	NE
cds_SP5448_00315	0	13	13	288	0.977000	U
cds_SP5448_00320	2	31	19	509	0.997000	E
cds_SP5448_00325	3	31	19	454	0.980000	U
cds_SP5448_00330	1	15	7	120	0.000000	NE
cds_SP5448_00335	2	47	30	479	0.999000	E
cds_SP5448_00340	1	14	13	267	0.971000	U
cds_SP5448_00345	1	20	16	299	0.950000	U
cds_SP5448_00350	1	34	33	627	1.000000	E
cds_SP5448_00355	1	27	22	342	0.994000	U
cds_SP5448_00360	1	7	3	30	0.000000	NE
cds_SP5448_00365	0	22	22	252	0.998000	E
