# Copyright 2014. Michael A. DeJesus & Thomas R. Ioerger
# Version 1.21; http://saclab.tamu.edu/essentiality/
#
#Command used:	python /cbcb/sw/RedHat-7-x86_64/common/local/essentiality/1.0/bin/gumbelMH.py -f outputs/essentiality/hpgl0871-v0M1_gene_tas.txt -m 1 -s 1000
#FDR Corrected thresholds: 0.996 0.045
#MH Acceptance-Rate:	37.74%
#Total Iterations Performed:	22968
#Sample Size:	1000
#phi estimate:	0.692940
#Orf	k	n	r	s	zbar	Call
cds_SP5448_00005	3	106	51	514	0.996000	U
cds_SP5448_00010	3	102	58	566	0.999000	E
cds_SP5448_00015	2	15	12	142	0.169000	U
cds_SP5448_00020	15	80	11	143	0.001000	NE
cds_SP5448_00025	1	56	51	492	0.999000	E
cds_SP5448_00030	100	265	9	88	0.000000	NE
cds_SP5448_00035	6	30	9	66	0.001000	NE
cds_SP5448_00040	1	30	17	160	0.001000	NE
cds_SP5448_00050	32	128	18	181	0.001000	NE
cds_SP5448_00055	4	130	71	719	1.000000	E
cds_SP5448_00060	3	55	23	202	0.001000	NE
cds_SP5448_00065	6	138	66	788	1.000000	E
cds_SP5448_00070	19	156	33	397	0.875000	U
cds_SP5448_00080	55	91	4	90	0.000000	NE
cds_SP5448_00085	0	2	2	59	-1.000000	S
cds_SP5448_00090	79	186	6	118	0.000000	NE
cds_SP5448_00095	8	11	1	2	-1.000000	S
cds_SP5448_00100	2	4	1	2	-1.000000	S
cds_SP5448_00105	0	3	3	14	-1.000000	S
cds_SP5448_00110	2	5	3	47	-1.000000	S
cds_SP5448_00115	0	4	4	50	-1.000000	S
cds_SP5448_00120	1	4	3	47	-1.000000	S
cds_SP5448_00125	1	2	1	2	-1.000000	S
cds_SP5448_00130	1	3	1	2	-1.000000	S
cds_SP5448_00135	2	6	3	34	-1.000000	S
cds_SP5448_00140	1	3	1	2	-1.000000	S
cds_SP5448_00145	0	4	4	67	-1.000000	S
cds_SP5448_00150	3	6	3	31	-1.000000	S
cds_SP5448_00155	0	2	2	49	-1.000000	S
cds_SP5448_00160	3	5	1	2	-1.000000	S
cds_SP5448_00165	1	2	1	2	-1.000000	S
cds_SP5448_00170	1	4	3	14	-1.000000	S
cds_SP5448_00175	0	4	4	69	-1.000000	S
cds_SP5448_00180	0	5	5	74	-1.000000	S
cds_SP5448_00185	0	87	87	1180	1.000000	E
cds_SP5448_00190	1	61	41	636	1.000000	E
cds_SP5448_00195	8	65	13	219	0.001000	NE
cds_SP5448_00200	5	86	21	236	0.002000	NE
cds_SP5448_00205	1	22	14	131	0.007000	NE
cds_SP5448_00210	8	48	10	117	0.001000	NE
cds_SP5448_00215	44	171	9	233	0.000000	NE
cds_SP5448_00220	34	95	7	87	0.000000	NE
cds_SP5448_00225	15	49	11	275	0.009000	NE
cds_SP5448_00230	10	29	7	157	0.000000	NE
cds_SP5448_00235	22	61	13	270	0.003000	NE
cds_SP5448_00240	35	92	8	128	0.000000	NE
cds_SP5448_00245	30	58	4	65	0.000000	NE
cds_SP5448_00250	3	17	6	144	0.000000	NE
cds_SP5448_00255	19	38	5	120	0.000000	NE
cds_SP5448_00260	68	173	13	155	0.001000	NE
cds_SP5448_00265	10	57	13	155	0.001000	NE
cds_SP5448_00270	28	90	13	97	0.001000	NE
cds_SP5448_00280	10	78	19	243	0.001000	NE
cds_SP5448_00285	19	41	6	36	0.000000	NE
cds_SP5448_00290	3	38	21	217	0.001000	NE
cds_SP5448_00295	10	150	57	633	1.000000	E
cds_SP5448_00300	30	148	15	242	0.001000	NE
cds_SP5448_00305	26	67	6	58	0.000000	NE
cds_SP5448_00310	49	106	6	61	0.000000	NE
cds_SP5448_00315	0	13	13	288	0.961000	U
cds_SP5448_00320	0	31	31	613	0.998000	E
cds_SP5448_00325	0	31	31	613	0.999000	E
cds_SP5448_00330	0	15	15	287	0.972000	U
cds_SP5448_00335	3	47	35	553	0.996000	U
cds_SP5448_00340	0	14	14	273	0.983000	U
cds_SP5448_00345	2	20	8	80	0.001000	NE
cds_SP5448_00350	2	34	16	361	0.643000	U
cds_SP5448_00355	0	27	27	409	0.992000	U
cds_SP5448_00360	0	7	7	192	0.877000	U
cds_SP5448_00365	0	22	22	252	0.997000	E
cds_SP5448_00370	0	21	21	333	0.981000	U
cds_SP5448_00375	1	22	20	241	0.339000	U
cds_SP5448_00380	4	34	10	142	0.001000	NE
cds_SP5448_00385	2	10	6	89	0.000000	NE
cds_SP5448_00390	0	24	24	393	0.991000	U
cds_SP5448_00395	3	36	21	290	0.595000	U
cds_SP5448_00400	1	19	16	282	0.663000	U
cds_SP5448_00405	0	25	25	486	0.990000	U
cds_SP5448_00410	1	16	9	94	0.002000	NE
cds_SP5448_00415	1	29	25	363	0.983000	U
cds_SP5448_00420	4	117	41	471	0.987000	U
cds_SP5448_00425	2	46	33	411	0.987000	U
cds_SP5448_00430	1	15	13	169	0.848000	U
cds_SP5448_00435	0	9	9	109	-1.000000	S
cds_SP5448_00440	1	23	13	252	0.027000	NE
cds_SP5448_00445	0	19	19	378	0.974000	U
cds_SP5448_00450	3	67	52	714	1.000000	E
cds_SP5448_00455	0	23	23	380	0.989000	U
cds_SP5448_00465	53	91	6	125	0.000000	NE
cds_SP5448_00470	0	2	2	59	-1.000000	S
cds_SP5448_00475	78	186	9	143	0.000000	NE
cds_SP5448_00480	8	11	1	2	-1.000000	S
cds_SP5448_00485	1	3	1	2	-1.000000	S
cds_SP5448_00490	1	4	3	14	-1.000000	S
cds_SP5448_00495	0	3	3	31	-1.000000	S
cds_SP5448_00500	2	5	3	46	-1.000000	S
cds_SP5448_00505	0	2	2	49	-1.000000	S
cds_SP5448_00510	2	5	3	40	-1.000000	S
cds_SP5448_00515	1	2	1	2	-1.000000	S
cds_SP5448_00520	0	3	3	30	-1.000000	S
cds_SP5448_00525	0	5	5	55	-1.000000	S
cds_SP5448_00530	1	2	1	2	-1.000000	S
cds_SP5448_00535	0	4	4	61	-1.000000	S
cds_SP5448_00540	0	2	2	4	-1.000000	S
cds_SP5448_00545	3	12	7	79	0.001000	NE
cds_SP5448_00550	6	19	4	68	0.000000	NE
cds_SP5448_00555	2	14	10	149	0.005000	NE
cds_SP5448_00560	9	47	14	104	0.001000	NE
cds_SP5448_00565	6	42	20	286	0.275000	U
cds_SP5448_00570	19	69	11	155	0.001000	NE
cds_SP5448_00575	10	25	6	88	0.000000	NE
cds_SP5448_00580	3	76	54	843	1.000000	E
cds_SP5448_00585	12	170	39	484	0.961000	U
cds_SP5448_00590	9	159	56	1211	1.000000	E
cds_SP5448_00595	10	187	53	1051	1.000000	E
cds_SP5448_00600	12	29	4	28	0.000000	NE
cds_SP5448_00605	23	73	8	76	0.000000	NE
cds_SP5448_00610	28	86	12	176	0.001000	NE
cds_SP5448_00615	11	26	4	34	0.000000	NE
cds_SP5448_00620	7	33	8	93	0.000000	NE
cds_SP5448_00625	5	23	7	68	0.000000	NE
cds_SP5448_00630	21	41	6	64	0.000000	NE
cds_SP5448_00635	16	28	4	43	0.000000	NE
cds_SP5448_00640	33	58	8	109	0.000000	NE
cds_SP5448_00645	4	77	27	382	0.841000	U
cds_SP5448_00650	10	26	7	77	0.000000	NE
cds_SP5448_00655	22	50	7	115	0.000000	NE
cds_SP5448_00660	18	62	11	227	0.001000	NE
cds_SP5448_00670	12	22	3	31	0.000000	NE
cds_SP5448_00675	8	25	5	62	0.000000	NE
cds_SP5448_00680	8	28	4	100	0.000000	NE
cds_SP5448_00685	14	32	12	155	0.001000	NE
cds_SP5448_00690	11	37	7	107	0.000000	NE
cds_SP5448_00695	16	43	6	153	0.000000	NE
cds_SP5448_00700	7	49	11	217	0.001000	NE
cds_SP5448_00705	38	115	10	134	0.000000	NE
cds_SP5448_00710	77	203	10	89	0.000000	NE
cds_SP5448_00715	18	56	9	69	0.000000	NE
cds_SP5448_00720	25	85	11	118	0.001000	NE
cds_SP5448_00725	21	66	13	164	0.001000	NE
cds_SP5448_00730	27	63	7	52	0.000000	NE
cds_SP5448_00735	32	84	5	59	0.000000	NE
cds_SP5448_00740	3	10	4	52	0.000000	NE
cds_SP5448_00745	8	20	4	31	0.000000	NE
cds_SP5448_00750	26	63	6	52	0.000000	NE
cds_SP5448_00755	23	65	7	79	0.000000	NE
cds_SP5448_00760	27	97	15	167	0.001000	NE
cds_SP5448_00765	28	68	10	85	0.001000	NE
cds_SP5448_00770	25	77	6	70	0.000000	NE
cds_SP5448_00775	14	41	5	34	0.000000	NE
cds_SP5448_00780	22	48	6	86	0.000000	NE
cds_SP5448_00785	28	59	5	55	0.000000	NE
cds_SP5448_00790	11	22	3	20	0.000000	NE
cds_SP5448_00795	24	76	8	150	0.000000	NE
cds_SP5448_00800	10	27	6	101	0.000000	NE
cds_SP5448_00805	67	168	9	67	0.000000	NE
cds_SP5448_00810	8	37	10	104	0.001000	NE
cds_SP5448_00815	11	38	9	90	0.001000	NE
cds_SP5448_00820	39	75	13	168	0.001000	NE
cds_SP5448_00825	10	26	6	78	0.000000	NE
cds_SP5448_00830	34	92	13	269	0.006000	NE
cds_SP5448_00835	40	95	6	67	0.000000	NE
cds_SP5448_00840	14	42	8	99	0.000000	NE
cds_SP5448_00845	28	75	10	147	0.001000	NE
cds_SP5448_00850	27	62	6	86	0.000000	NE
cds_SP5448_00855	27	71	8	106	0.000000	NE
cds_SP5448_00860	15	57	7	84	0.000000	NE
cds_SP5448_00865	3	23	14	408	0.755000	U
cds_SP5448_00870	43	97	6	83	0.000000	NE
cds_SP5448_00875	7	54	20	192	0.001000	NE
cds_SP5448_00880	44	126	8	83	0.000000	NE
cds_SP5448_00885	14	35	5	45	0.000000	NE
cds_SP5448_00890	4	15	7	154	0.003000	NE
cds_SP5448_00900	5	11	3	19	-1.000000	S
cds_SP5448_00905	31	78	7	80	0.000000	NE
cds_SP5448_00910	8	115	37	752	0.996000	U
cds_SP5448_00915	22	71	9	179	0.000000	NE
cds_SP5448_00920	7	17	4	54	0.000000	NE
cds_SP5448_00925	10	33	4	27	0.000000	NE
cds_SP5448_00930	7	28	10	233	0.001000	NE
cds_SP5448_00935	14	40	6	84	0.000000	NE
cds_SP5448_00940	10	32	7	121	0.000000	NE
cds_SP5448_00945	45	127	10	134	0.000000	NE
cds_SP5448_00950	25	74	8	67	0.000000	NE
cds_SP5448_00955	24	63	8	110	0.000000	NE
cds_SP5448_00960	38	106	7	121	0.000000	NE
cds_SP5448_00965	16	160	26	416	0.484000	U
cds_SP5448_00970	9	24	7	134	0.000000	NE
cds_SP5448_00975	12	34	7	83	0.000000	NE
cds_SP5448_00980	7	16	3	59	0.000000	NE
cds_SP5448_00985	48	128	13	147	0.001000	NE
cds_SP5448_00990	24	48	6	83	0.000000	NE
cds_SP5448_00995	5	8	1	2	-1.000000	S
cds_SP5448_01000	9	16	3	8	0.000000	NE
cds_SP5448_01005	26	49	4	29	0.000000	NE
cds_SP5448_01010	4	10	2	20	0.000000	NE
cds_SP5448_01015	19	76	8	75	0.000000	NE
cds_SP5448_01020	22	53	8	67	0.000000	NE
cds_SP5448_01025	36	58	4	37	0.000000	NE
cds_SP5448_01030	21	39	4	27	0.000000	NE
cds_SP5448_01035	28	74	9	73	0.000000	NE
cds_SP5448_01045	22	60	6	68	0.000000	NE
cds_SP5448_01050	3	18	6	148	0.000000	NE
cds_SP5448_01055	17	40	6	38	0.000000	NE
cds_SP5448_01060	16	45	9	147	0.001000	NE
cds_SP5448_01065	1	27	17	282	0.265000	U
cds_SP5448_01070	41	86	7	73	0.000000	NE
cds_SP5448_01075	41	80	5	50	0.000000	NE
cds_SP5448_01085	3	75	36	574	0.993000	U
cds_SP5448_01090	52	128	9	93	0.000000	NE
