name,type,original_reads,reads,one_hits,failed,samples,rpm,count_table
hpgl0885,v0M1,0,14592224,13617784,473526,500914,0.0734333868124212,hpgl0885-v0M1.count.xz
hpgl0885,def,0,14592224,14422756,169468,0,0.0693348760805494,hpgl0885-def.count.xz
