name,type,original_reads,reads,one_hits,failed,samples,rpm,count_table
hpgl0890,v0M1,0,13903227,13154708,358777,389742,0.0760184110510093,hpgl0890-v0M1.count.xz
hpgl0890,def,0,13903227,13830428,72799,0,0.0723043422806583,hpgl0890-def.count.xz
