name,type,original_reads,reads,one_hits,failed,samples,rpm,count_table
hpgl0911,def,0,10818953,10686746,132207,0,0.0935738530699616,hpgl0911-def.count.xz
hpgl0911,v0M1,0,10818953,8161073,340644,2317236,0.122532907131207,hpgl0911-v0M1.count.xz
