# Copyright 2014. Michael A. DeJesus & Thomas R. Ioerger
# Version 1.21; http://saclab.tamu.edu/essentiality/
#
#Command used:	python /cbcb/sw/RedHat-7-x86_64/common/local/essentiality/1.0/bin/gumbelMH.py -f outputs/essentiality/hpgl0907-v0M1_gene_tas.txt -m 8 -s 1000
#FDR Corrected thresholds: 0.999 0.01
#MH Acceptance-Rate:	19.91%
#Total Iterations Performed:	22968
#Sample Size:	1000
#phi estimate:	0.932645
#Orf	k	n	r	s	zbar	Call
cds_SP5448_00005	0	106	106	1312	0.457000	U
cds_SP5448_00010	1	102	97	1083	0.280000	U
cds_SP5448_00015	1	15	14	174	0.914000	U
cds_SP5448_00020	2	80	47	606	0.233000	U
cds_SP5448_00025	0	56	56	565	0.494000	U
cds_SP5448_00030	22	265	84	1084	0.079000	U
cds_SP5448_00035	2	30	16	154	0.001000	NE
cds_SP5448_00040	0	30	30	338	0.858000	U
cds_SP5448_00050	9	128	27	284	0.030000	U
cds_SP5448_00055	0	130	130	1266	0.060000	U
cds_SP5448_00060	0	55	55	528	0.494000	U
cds_SP5448_00065	0	138	138	1974	0.858000	U
cds_SP5448_00070	7	156	61	614	0.104000	U
cds_SP5448_00080	7	91	34	640	0.175000	U
cds_SP5448_00085	0	2	2	59	-1.000000	S
cds_SP5448_00090	3	186	86	1424	0.583000	U
cds_SP5448_00095	1	11	6	61	-1.000000	S
cds_SP5448_00100	0	4	4	68	-1.000000	S
cds_SP5448_00105	0	3	3	14	-1.000000	S
cds_SP5448_00110	1	5	4	56	-1.000000	S
cds_SP5448_00115	0	4	4	50	-1.000000	S
cds_SP5448_00120	0	4	4	59	-1.000000	S
cds_SP5448_00125	0	2	2	13	-1.000000	S
cds_SP5448_00130	1	3	1	2	-1.000000	S
cds_SP5448_00135	0	6	6	60	-1.000000	S
cds_SP5448_00140	0	3	3	20	-1.000000	S
cds_SP5448_00145	0	4	4	67	-1.000000	S
cds_SP5448_00150	0	6	6	69	-1.000000	S
cds_SP5448_00155	0	2	2	49	-1.000000	S
cds_SP5448_00160	0	5	5	60	-1.000000	S
cds_SP5448_00165	0	2	2	14	-1.000000	S
cds_SP5448_00170	1	4	3	14	-1.000000	S
cds_SP5448_00175	0	4	4	69	-1.000000	S
cds_SP5448_00180	0	5	5	74	-1.000000	S
cds_SP5448_00185	0	87	87	1180	0.582000	U
cds_SP5448_00190	1	61	34	583	0.287000	U
cds_SP5448_00195	3	65	26	237	0.001000	NE
cds_SP5448_00200	0	86	86	991	0.381000	U
cds_SP5448_00205	0	22	22	210	0.947000	U
cds_SP5448_00210	2	48	33	562	0.440000	U
cds_SP5448_00215	8	171	82	1868	0.988000	U
cds_SP5448_00220	8	95	28	381	0.135000	U
cds_SP5448_00225	3	49	23	518	0.260000	U
cds_SP5448_00230	1	29	27	500	0.596000	U
cds_SP5448_00235	4	61	29	692	0.265000	U
cds_SP5448_00240	7	92	23	282	0.020000	U
cds_SP5448_00245	3	58	35	813	0.434000	U
cds_SP5448_00250	0	17	17	477	0.701000	U
cds_SP5448_00255	3	38	18	556	0.318000	U
cds_SP5448_00260	24	173	27	278	0.012000	U
cds_SP5448_00265	0	57	57	1291	0.917000	U
cds_SP5448_00270	10	90	23	205	0.001000	NE
cds_SP5448_00280	0	78	78	993	0.515000	U
cds_SP5448_00285	3	41	18	147	0.001000	NE
cds_SP5448_00290	0	38	38	386	0.743000	U
cds_SP5448_00295	0	150	150	1768	0.174000	U
cds_SP5448_00300	6	148	61	1140	0.399000	U
cds_SP5448_00305	7	67	19	371	0.207000	U
cds_SP5448_00310	5	106	30	393	0.158000	U
cds_SP5448_00315	0	13	13	288	0.969000	U
cds_SP5448_00320	0	31	31	613	0.597000	U
cds_SP5448_00325	0	31	31	613	0.626000	U
cds_SP5448_00330	0	15	15	287	0.966000	U
cds_SP5448_00335	1	47	35	553	0.378000	U
cds_SP5448_00340	0	14	14	273	0.952000	U
cds_SP5448_00345	0	20	20	333	0.899000	U
cds_SP5448_00350	2	34	23	465	0.450000	U
cds_SP5448_00355	0	27	27	409	0.754000	U
cds_SP5448_00360	0	7	7	192	0.963000	U
cds_SP5448_00365	0	22	22	252	0.958000	U
cds_SP5448_00370	0	21	21	333	0.890000	U
cds_SP5448_00375	0	22	22	298	0.950000	U
cds_SP5448_00380	1	34	29	455	0.562000	U
cds_SP5448_00385	0	10	10	180	0.965000	U
cds_SP5448_00390	0	24	24	393	0.758000	U
cds_SP5448_00395	0	36	36	528	0.619000	U
cds_SP5448_00400	0	19	19	342	0.891000	U
cds_SP5448_00405	0	25	25	486	0.662000	U
cds_SP5448_00410	0	16	16	171	0.948000	U
cds_SP5448_00415	0	29	29	424	0.696000	U
cds_SP5448_00420	0	117	117	1297	0.239000	U
cds_SP5448_00425	0	46	46	628	0.544000	U
cds_SP5448_00430	0	15	15	181	0.973000	U
cds_SP5448_00435	0	9	9	109	-1.000000	S
cds_SP5448_00440	0	23	23	357	0.838000	U
cds_SP5448_00445	0	19	19	378	0.799000	U
cds_SP5448_00450	0	67	67	919	0.551000	U
cds_SP5448_00455	1	23	14	235	0.007000	NE
cds_SP5448_00465	7	91	34	640	0.182000	U
cds_SP5448_00470	0	2	2	59	-1.000000	S
cds_SP5448_00475	3	186	86	1424	0.587000	U
cds_SP5448_00480	1	11	6	61	-1.000000	S
cds_SP5448_00485	1	3	2	28	-1.000000	S
cds_SP5448_00490	1	4	3	14	-1.000000	S
cds_SP5448_00495	0	3	3	31	-1.000000	S
cds_SP5448_00500	0	5	5	55	-1.000000	S
cds_SP5448_00505	0	2	2	49	-1.000000	S
cds_SP5448_00510	0	5	5	60	-1.000000	S
cds_SP5448_00515	1	2	1	2	-1.000000	S
cds_SP5448_00520	0	3	3	30	-1.000000	S
cds_SP5448_00525	0	5	5	55	-1.000000	S
cds_SP5448_00530	0	2	2	56	-1.000000	S
cds_SP5448_00535	0	4	4	61	-1.000000	S
cds_SP5448_00540	0	2	2	4	-1.000000	S
cds_SP5448_00545	0	12	12	164	0.961000	U
cds_SP5448_00550	1	19	14	195	0.010000	U
cds_SP5448_00555	2	14	8	175	0.160000	U
cds_SP5448_00560	1	47	37	315	0.549000	U
cds_SP5448_00565	1	42	25	316	0.309000	U
cds_SP5448_00570	3	69	27	412	0.264000	U
cds_SP5448_00575	2	25	17	295	0.499000	U
cds_SP5448_00580	0	76	76	1257	0.778000	U
cds_SP5448_00585	5	170	91	1253	0.296000	U
cds_SP5448_00590	0	159	159	3545	1.000000	E
cds_SP5448_00595	0	187	187	3631	1.000000	E
cds_SP5448_00600	3	29	14	191	0.001000	NE
cds_SP5448_00605	1	73	60	777	0.406000	U
cds_SP5448_00610	2	86	70	796	0.335000	U
cds_SP5448_00615	2	26	11	134	0.001000	NE
cds_SP5448_00620	1	33	21	255	0.027000	U
cds_SP5448_00625	1	23	18	182	0.083000	U
cds_SP5448_00630	0	41	41	421	0.674000	U
cds_SP5448_00635	1	28	26	276	0.883000	U
cds_SP5448_00640	5	58	21	307	0.156000	U
cds_SP5448_00645	6	77	19	368	0.203000	U
cds_SP5448_00650	3	26	14	157	0.001000	NE
cds_SP5448_00655	5	50	22	302	0.169000	U
cds_SP5448_00660	4	62	39	636	0.306000	U
cds_SP5448_00670	4	22	11	78	0.001000	NE
cds_SP5448_00675	0	25	25	299	0.954000	U
cds_SP5448_00680	0	28	28	614	0.615000	U
cds_SP5448_00685	0	32	32	395	0.709000	U
cds_SP5448_00690	1	37	36	629	0.592000	U
cds_SP5448_00695	4	43	19	428	0.257000	U
cds_SP5448_00700	2	49	34	609	0.372000	U
cds_SP5448_00705	7	115	46	632	0.140000	U
cds_SP5448_00710	13	203	52	609	0.065000	U
cds_SP5448_00715	4	56	28	296	0.217000	U
cds_SP5448_00720	5	85	22	209	0.001000	NE
cds_SP5448_00725	5	66	37	359	0.276000	U
cds_SP5448_00730	5	63	22	238	0.001000	NE
cds_SP5448_00735	5	84	47	654	0.194000	U
cds_SP5448_00740	0	10	10	163	0.971000	U
cds_SP5448_00745	3	20	7	115	0.000000	NE
cds_SP5448_00750	3	63	35	439	0.304000	U
cds_SP5448_00755	4	65	47	507	0.374000	U
cds_SP5448_00760	3	97	42	567	0.161000	U
cds_SP5448_00765	3	68	33	396	0.223000	U
cds_SP5448_00770	2	77	55	815	0.363000	U
cds_SP5448_00775	4	41	31	562	0.521000	U
cds_SP5448_00780	4	48	17	227	0.001000	NE
cds_SP5448_00785	6	59	24	275	0.031000	U
cds_SP5448_00790	1	22	21	354	0.835000	U
cds_SP5448_00795	1	76	75	1014	0.580000	U
cds_SP5448_00800	1	27	23	291	0.765000	U
cds_SP5448_00805	4	168	76	790	0.086000	U
cds_SP5448_00810	0	37	37	469	0.618000	U
cds_SP5448_00815	3	38	16	241	0.002000	NE
cds_SP5448_00820	9	75	14	197	0.001000	NE
cds_SP5448_00825	2	26	20	216	0.004000	NE
cds_SP5448_00830	6	92	37	726	0.207000	U
cds_SP5448_00835	6	95	33	538	0.169000	U
cds_SP5448_00840	7	42	15	254	0.006000	NE
cds_SP5448_00845	5	75	18	312	0.139000	U
cds_SP5448_00850	1	62	31	493	0.278000	U
cds_SP5448_00855	3	71	43	633	0.229000	U
cds_SP5448_00860	4	57	34	651	0.342000	U
cds_SP5448_00865	1	23	22	533	0.652000	U
cds_SP5448_00870	4	97	39	560	0.155000	U
cds_SP5448_00875	0	54	54	482	0.534000	U
cds_SP5448_00880	8	126	33	542	0.130000	U
cds_SP5448_00885	6	35	8	125	0.000000	NE
cds_SP5448_00890	2	15	5	42	0.000000	NE
cds_SP5448_00900	1	11	6	56	-1.000000	S
cds_SP5448_00905	3	78	42	571	0.214000	U
cds_SP5448_00910	0	115	115	2492	1.000000	E
cds_SP5448_00915	6	71	17	270	0.006000	NE
cds_SP5448_00920	2	17	7	78	0.000000	NE
cds_SP5448_00925	1	33	24	372	0.558000	U
cds_SP5448_00930	1	28	22	567	0.518000	U
cds_SP5448_00935	5	40	19	328	0.263000	U
cds_SP5448_00940	1	32	27	542	0.537000	U
cds_SP5448_00945	4	127	52	770	0.163000	U
cds_SP5448_00950	7	74	34	548	0.229000	U
cds_SP5448_00955	4	63	23	493	0.224000	U
cds_SP5448_00960	6	106	44	683	0.170000	U
cds_SP5448_00965	0	160	160	2628	0.997000	U
cds_SP5448_00970	1	24	21	402	0.733000	U
cds_SP5448_00975	5	34	11	107	0.001000	NE
cds_SP5448_00980	1	16	12	219	0.120000	U
cds_SP5448_00985	14	128	22	210	0.001000	NE
cds_SP5448_00990	5	48	17	244	0.009000	NE
cds_SP5448_00995	0	8	8	147	-1.000000	S
cds_SP5448_01000	0	16	16	167	0.951000	U
cds_SP5448_01005	3	49	36	366	0.404000	U
cds_SP5448_01010	1	10	8	183	0.617000	U
cds_SP5448_01015	3	76	34	572	0.204000	U
cds_SP5448_01020	3	53	39	538	0.329000	U
cds_SP5448_01025	0	58	58	802	0.537000	U
cds_SP5448_01030	2	39	22	259	0.012000	U
cds_SP5448_01035	3	74	38	448	0.235000	U
cds_SP5448_01045	2	60	47	862	0.470000	U
cds_SP5448_01050	2	18	11	197	0.012000	U
cds_SP5448_01055	5	40	14	149	0.001000	NE
cds_SP5448_01060	3	45	16	270	0.021000	U
cds_SP5448_01065	0	27	27	509	0.636000	U
cds_SP5448_01070	11	86	17	210	0.001000	NE
cds_SP5448_01075	4	80	39	345	0.262000	U
cds_SP5448_01085	0	75	75	1341	0.876000	U
cds_SP5448_01090	5	128	52	483	0.086000	U
cds_SP5448_01095	0	46	46	693	0.569000	U
cds_SP5448_01100	3	32	17	205	0.001000	NE
cds_SP5448_01105	0	3	3	77	-1.000000	S
cds_SP5448_01115	5	57	29	374	0.351000	U
cds_SP5448_01120	2	58	51	737	0.471000	U
cds_SP5448_01125	0	70	70	1000	0.591000	U
cds_SP5448_01130	2	35	16	190	0.001000	NE
cds_SP5448_01135	7	115	38	569	0.124000	U
cds_SP5448_01140	3	105	37	606	0.135000	U
cds_SP5448_01145	4	40	20	397	0.337000	U
cds_SP5448_01150	1	26	25	405	0.756000	U
cds_SP5448_01155	2	75	41	735	0.276000	U
cds_SP5448_01160	2	27	15	289	0.217000	U
cds_SP5448_01165	3	50	23	344	0.310000	U
cds_SP5448_01170	2	80	72	1343	0.887000	U
cds_SP5448_01175	13	122	24	245	0.001000	NE
cds_SP5448_01180	14	131	31	301	0.063000	U
cds_SP5448_01185	6	61	17	206	0.002000	NE
cds_SP5448_01190	0	19	19	347	0.861000	U
cds_SP5448_01195	1	47	39	694	0.513000	U
cds_SP5448_01200	4	48	20	454	0.286000	U
cds_SP5448_01205	0	11	11	126	-1.000000	S
cds_SP5448_01210	0	41	41	699	0.591000	U
cds_SP5448_01215	2	67	37	636	0.229000	U
cds_SP5448_01220	5	61	22	267	0.017000	U
cds_SP5448_01225	2	50	40	669	0.458000	U
cds_SP5448_01230	3	54	24	247	0.004000	NE
cds_SP5448_01235	10	68	17	245	0.002000	NE
cds_SP5448_01240	8	65	19	195	0.001000	NE
cds_SP5448_01245	3	53	34	558	0.367000	U
cds_SP5448_01250	2	44	27	577	0.433000	U
cds_SP5448_01255	0	35	35	555	0.631000	U
cds_SP5448_01260	1	38	22	491	0.342000	U
cds_SP5448_01270	0	56	56	864	0.593000	U
cds_SP5448_01275	0	35	35	652	0.563000	U
cds_SP5448_01280	3	44	25	367	0.385000	U
cds_SP5448_01285	1	75	61	1020	0.569000	U
cds_SP5448_01290	3	71	33	451	0.236000	U
cds_SP5448_01295	2	56	32	547	0.326000	U
cds_SP5448_01300	14	205	60	873	0.114000	U
cds_SP5448_01305	1	28	22	323	0.668000	U
cds_SP5448_01310	0	30	30	465	0.646000	U
cds_SP5448_01315	0	89	89	2046	1.000000	E
cds_SP5448_01320	0	59	59	1006	0.673000	U
cds_SP5448_01330	0	30	30	735	0.629000	U
cds_SP5448_01335	0	105	105	1521	0.788000	U
cds_SP5448_01340	2	131	79	1129	0.361000	U
cds_SP5448_01345	5	65	22	240	0.003000	NE
cds_SP5448_01350	3	46	25	451	0.332000	U
cds_SP5448_01355	1	92	84	1035	0.393000	U
cds_SP5448_01365	0	49	49	753	0.561000	U
cds_SP5448_01370	0	76	76	1246	0.807000	U
cds_SP5448_01375	1	62	49	1051	0.683000	U
cds_SP5448_01380	0	23	23	457	0.706000	U
cds_SP5448_01385	1	87	85	1354	0.801000	U
cds_SP5448_01390	10	100	22	237	0.002000	NE
cds_SP5448_01395	7	111	35	377	0.114000	U
cds_SP5448_01400	5	110	51	912	0.281000	U
cds_SP5448_01405	8	133	37	484	0.106000	U
cds_SP5448_01410	1	76	55	665	0.302000	U
cds_SP5448_01415	2	60	41	660	0.334000	U
cds_SP5448_01420	1	54	50	819	0.542000	U
cds_SP5448_01425	0	6	6	86	-1.000000	S
cds_SP5448_01435	6	91	38	719	0.241000	U
cds_SP5448_01440	0	2	2	59	-1.000000	S
cds_SP5448_01445	4	186	62	1042	0.221000	U
cds_SP5448_01450	1	11	6	61	-1.000000	S
cds_SP5448_01455	1	7	6	57	-1.000000	S
cds_SP5448_01460	0	7	7	69	-1.000000	S
cds_SP5448_01465	2	44	27	264	0.028000	U
cds_SP5448_01470	6	55	16	240	0.002000	NE
cds_SP5448_01475	3	76	37	410	0.260000	U
cds_SP5448_01480	2	31	18	299	0.377000	U
cds_SP5448_01485	2	41	31	416	0.463000	U
cds_SP5448_01490	0	69	69	837	0.456000	U
cds_SP5448_01495	5	59	21	545	0.233000	U
cds_SP5448_01500	1	30	19	276	0.068000	U
cds_SP5448_01505	8	91	31	415	0.120000	U
cds_SP5448_01510	3	61	25	376	0.217000	U
cds_SP5448_01515	0	3	3	55	-1.000000	S
cds_SP5448_01520	0	48	48	830	0.625000	U
cds_SP5448_01525	0	16	16	186	0.953000	U
cds_SP5448_01530	4	77	39	557	0.222000	U
cds_SP5448_01540	0	24	24	358	0.826000	U
cds_SP5448_01545	1	85	50	1000	0.482000	U
