# Copyright 2014. Michael A. DeJesus & Thomas R. Ioerger
# Version 1.21; http://saclab.tamu.edu/essentiality/
#
#Command used:	python /cbcb/sw/RedHat-7-x86_64/common/local/essentiality/1.0/bin/gumbelMH.py -f outputs/essentiality/hpgl0907-v0M1_gene_tas.txt -m 16 -s 1000
#FDR Corrected thresholds: 0.999 0.004
#MH Acceptance-Rate:	17.75%
#Total Iterations Performed:	22968
#Sample Size:	1000
#phi estimate:	0.950656
#Orf	k	n	r	s	zbar	Call
cds_SP5448_00005	0	106	106	1312	0.346000	U
cds_SP5448_00010	0	102	102	1119	0.213000	U
cds_SP5448_00015	1	15	14	174	0.938000	U
cds_SP5448_00020	1	80	47	606	0.236000	U
cds_SP5448_00025	0	56	56	565	0.526000	U
cds_SP5448_00030	11	265	132	1772	0.155000	U
cds_SP5448_00035	1	30	16	154	0.001000	NE
cds_SP5448_00040	0	30	30	338	0.905000	U
cds_SP5448_00050	2	128	64	695	0.168000	U
cds_SP5448_00055	0	130	130	1266	0.044000	U
cds_SP5448_00060	0	55	55	528	0.528000	U
cds_SP5448_00065	0	138	138	1974	0.691000	U
cds_SP5448_00070	1	156	136	1289	0.023000	U
cds_SP5448_00080	4	91	38	719	0.264000	U
cds_SP5448_00085	0	2	2	59	-1.000000	S
cds_SP5448_00090	2	186	129	2034	0.808000	U
cds_SP5448_00095	0	11	11	113	-1.000000	S
cds_SP5448_00100	0	4	4	68	-1.000000	S
cds_SP5448_00105	0	3	3	14	-1.000000	S
cds_SP5448_00110	0	5	5	68	-1.000000	S
cds_SP5448_00115	0	4	4	50	-1.000000	S
cds_SP5448_00120	0	4	4	59	-1.000000	S
cds_SP5448_00125	0	2	2	13	-1.000000	S
cds_SP5448_00130	1	3	1	2	-1.000000	S
cds_SP5448_00135	0	6	6	60	-1.000000	S
cds_SP5448_00140	0	3	3	20	-1.000000	S
cds_SP5448_00145	0	4	4	67	-1.000000	S
cds_SP5448_00150	0	6	6	69	-1.000000	S
cds_SP5448_00155	0	2	2	49	-1.000000	S
cds_SP5448_00160	0	5	5	60	-1.000000	S
cds_SP5448_00165	0	2	2	14	-1.000000	S
cds_SP5448_00170	1	4	3	14	-1.000000	S
cds_SP5448_00175	0	4	4	69	-1.000000	S
cds_SP5448_00180	0	5	5	74	-1.000000	S
cds_SP5448_00185	0	87	87	1180	0.503000	U
cds_SP5448_00190	0	61	61	956	0.576000	U
cds_SP5448_00195	2	65	27	383	0.386000	U
cds_SP5448_00200	0	86	86	991	0.335000	U
cds_SP5448_00205	0	22	22	210	0.964000	U
cds_SP5448_00210	0	48	48	699	0.581000	U
cds_SP5448_00215	6	171	101	2264	0.998000	U
cds_SP5448_00220	6	95	28	381	0.190000	U
cds_SP5448_00225	1	49	25	570	0.369000	U
cds_SP5448_00230	0	29	29	528	0.694000	U
