name,type,original_reads,reads,one_hits,failed,samples,rpm,count_table
hpgl0865,def,0,11155455,10899565,255890,0,0.091746780720148,hpgl0865-def.count.xz
hpgl0865,v0M1,0,11155455,10249735,522756,382964,0.0975634979831186,hpgl0865-v0M1.count.xz
