# Copyright 2014. Michael A. DeJesus & Thomas R. Ioerger
# Version 1.21; http://saclab.tamu.edu/essentiality/
#
#Command used:	python /cbcb/sw/RedHat-7-x86_64/common/local/essentiality/1.0/bin/gumbelMH.py -f outputs/essentiality/hpgl0908-v0M1_gene_tas.txt -m 1 -s 1000
#FDR Corrected thresholds: 0.993 0.024
#MH Acceptance-Rate:	22.60%
#Total Iterations Performed:	22968
#Sample Size:	1000
#phi estimate:	0.905239
#Orf	k	n	r	s	zbar	Call
cds_SP5448_00005	4	106	38	395	0.021000	NE
cds_SP5448_00010	5	102	40	477	0.041000	U
cds_SP5448_00015	2	15	9	109	0.008000	NE
cds_SP5448_00020	4	80	67	917	0.114000	U
cds_SP5448_00025	5	56	23	218	0.001000	NE
cds_SP5448_00030	16	265	50	695	0.012000	NE
cds_SP5448_00035	4	30	12	104	0.001000	NE
cds_SP5448_00040	2	30	18	195	0.001000	NE
cds_SP5448_00050	6	128	53	584	0.011000	NE
cds_SP5448_00055	13	130	25	308	0.037000	U
cds_SP5448_00060	4	55	24	207	0.001000	NE
cds_SP5448_00065	12	138	30	545	0.081000	U
cds_SP5448_00070	10	156	46	504	0.015000	NE
cds_SP5448_00080	9	91	16	306	0.075000	U
cds_SP5448_00085	0	2	2	59	-1.000000	S
cds_SP5448_00090	17	186	44	694	0.057000	U
cds_SP5448_00095	2	11	5	32	-1.000000	S
cds_SP5448_00100	3	4	1	2	-1.000000	S
cds_SP5448_00105	0	3	3	14	-1.000000	S
cds_SP5448_00110	1	5	4	56	-1.000000	S
cds_SP5448_00115	0	4	4	50	-1.000000	S
cds_SP5448_00120	1	4	3	47	-1.000000	S
cds_SP5448_00125	0	2	2	13	-1.000000	S
cds_SP5448_00130	1	3	2	20	-1.000000	S
cds_SP5448_00135	0	6	6	60	-1.000000	S
cds_SP5448_00140	0	3	3	20	-1.000000	S
cds_SP5448_00145	1	4	3	31	-1.000000	S
cds_SP5448_00150	0	6	6	69	-1.000000	S
cds_SP5448_00155	0	2	2	49	-1.000000	S
cds_SP5448_00160	0	5	5	60	-1.000000	S
cds_SP5448_00165	1	2	1	2	-1.000000	S
cds_SP5448_00170	1	4	3	14	-1.000000	S
cds_SP5448_00175	0	4	4	69	-1.000000	S
cds_SP5448_00180	0	5	5	74	-1.000000	S
cds_SP5448_00185	4	87	28	408	0.069000	U
cds_SP5448_00190	4	61	27	372	0.090000	U
cds_SP5448_00195	3	65	22	215	0.001000	NE
cds_SP5448_00200	7	86	43	557	0.070000	U
cds_SP5448_00205	0	22	22	210	0.899000	U
cds_SP5448_00210	0	48	48	699	0.378000	U
cds_SP5448_00215	9	171	51	908	0.257000	U
cds_SP5448_00220	8	95	28	431	0.069000	U
cds_SP5448_00225	2	49	23	402	0.156000	U
cds_SP5448_00230	2	29	23	441	0.521000	U
cds_SP5448_00235	4	61	34	812	0.828000	U
cds_SP5448_00240	8	92	36	435	0.045000	U
cds_SP5448_00245	8	58	22	558	0.370000	U
cds_SP5448_00250	3	17	9	239	0.002000	NE
cds_SP5448_00255	3	38	29	808	0.932000	U
cds_SP5448_00260	22	173	13	98	0.001000	NE
cds_SP5448_00265	1	57	40	804	0.759000	U
cds_SP5448_00270	10	90	20	160	0.001000	NE
cds_SP5448_00280	4	78	25	337	0.072000	U
cds_SP5448_00285	3	41	29	287	0.056000	U
cds_SP5448_00290	4	38	13	138	0.001000	NE
cds_SP5448_00295	15	150	31	311	0.009000	NE
cds_SP5448_00300	8	148	35	480	0.017000	NE
cds_SP5448_00305	7	67	19	237	0.001000	NE
cds_SP5448_00310	16	106	29	351	0.033000	U
cds_SP5448_00315	0	13	13	288	0.943000	U
cds_SP5448_00320	3	31	20	516	0.626000	U
cds_SP5448_00325	0	31	31	613	0.722000	U
cds_SP5448_00330	2	15	10	197	0.002000	NE
cds_SP5448_00335	1	47	35	553	0.283000	U
cds_SP5448_00340	0	14	14	273	0.945000	U
cds_SP5448_00345	0	20	20	333	0.824000	U
cds_SP5448_00350	0	34	34	640	0.711000	U
cds_SP5448_00355	0	27	27	409	0.597000	U
cds_SP5448_00360	0	7	7	192	0.942000	U
cds_SP5448_00365	0	22	22	252	0.884000	U
