name,type,original_reads,reads,one_hits,failed,samples,rpm,count_table
hpgl0905,def,0,9787678,9712199,75479,0,0.102963293894616,hpgl0905-def.count.xz
hpgl0905,v0M1,0,9787678,9128526,292591,366561,0.10954671104623,hpgl0905-v0M1.count.xz
