name,type,original_reads,reads,one_hits,failed,samples,rpm,count_table
hpgl0882,v0M1,0,11065986,10534314,167122,364550,0.0949278709558116,hpgl0882-v0M1.count.xz
hpgl0882,def,0,11065986,11009831,56155,0,0.0908279155238623,hpgl0882-def.count.xz
