# Copyright 2014. Michael A. DeJesus & Thomas R. Ioerger
# Version 1.21; http://saclab.tamu.edu/essentiality/
#
#Command used:	python /cbcb/sw/RedHat-7-x86_64/common/local/essentiality/1.0/bin/gumbelMH.py -f outputs/essentiality/hpgl0891-v0M1_gene_tas.txt -m 8 -s 1000
#FDR Corrected thresholds: 0.993 0.026
#MH Acceptance-Rate:	32.30%
#Total Iterations Performed:	22968
#Sample Size:	1000
#phi estimate:	0.840073
#Orf	k	n	r	s	zbar	Call
cds_SP5448_00005	0	106	106	1312	1.000000	E
cds_SP5448_00010	0	102	102	1119	1.000000	E
cds_SP5448_00015	1	15	14	174	0.844000	U
cds_SP5448_00020	3	80	51	717	0.914000	U
cds_SP5448_00025	0	56	56	565	0.976000	U
cds_SP5448_00030	50	265	37	452	0.098000	U
cds_SP5448_00035	2	30	23	192	0.016000	NE
cds_SP5448_00040	0	30	30	338	0.946000	U
cds_SP5448_00050	9	128	45	422	0.577000	U
cds_SP5448_00055	0	130	130	1266	0.999000	E
cds_SP5448_00060	0	55	55	528	0.973000	U
cds_SP5448_00065	1	138	130	1863	1.000000	E
cds_SP5448_00070	0	156	156	1452	1.000000	E
cds_SP5448_00080	26	91	12	210	0.001000	NE
cds_SP5448_00085	0	2	2	59	-1.000000	S
cds_SP5448_00090	23	186	29	491	0.066000	U
cds_SP5448_00095	1	11	7	61	-1.000000	S
cds_SP5448_00100	1	4	3	59	-1.000000	S
cds_SP5448_00105	0	3	3	14	-1.000000	S
cds_SP5448_00110	1	5	4	56	-1.000000	S
cds_SP5448_00115	0	4	4	50	-1.000000	S
cds_SP5448_00120	1	4	3	47	-1.000000	S
cds_SP5448_00125	0	2	2	13	-1.000000	S
cds_SP5448_00130	0	3	3	27	-1.000000	S
cds_SP5448_00135	1	6	3	34	-1.000000	S
cds_SP5448_00140	1	3	1	2	-1.000000	S
cds_SP5448_00145	0	4	4	67	-1.000000	S
cds_SP5448_00150	1	6	5	58	-1.000000	S
cds_SP5448_00155	0	2	2	49	-1.000000	S
cds_SP5448_00160	1	5	3	40	-1.000000	S
cds_SP5448_00165	1	2	1	2	-1.000000	S
cds_SP5448_00170	1	4	3	14	-1.000000	S
cds_SP5448_00175	0	4	4	69	-1.000000	S
cds_SP5448_00180	0	5	5	74	-1.000000	S
cds_SP5448_00185	0	87	87	1180	1.000000	E
cds_SP5448_00190	1	61	60	939	0.994000	E
cds_SP5448_00195	0	65	65	751	0.993000	U
cds_SP5448_00200	0	86	86	991	0.999000	E
cds_SP5448_00205	1	22	14	131	0.003000	NE
cds_SP5448_00210	1	48	42	660	0.930000	U
cds_SP5448_00215	12	171	34	648	0.141000	U
cds_SP5448_00220	15	95	25	350	0.098000	U
cds_SP5448_00225	8	49	8	250	0.001000	NE
cds_SP5448_00230	3	29	10	195	0.001000	NE
cds_SP5448_00235	9	61	17	347	0.071000	U
cds_SP5448_00240	18	92	15	211	0.001000	NE
cds_SP5448_00245	16	58	7	163	0.000000	NE
cds_SP5448_00250	1	17	15	468	0.569000	U
cds_SP5448_00255	12	38	8	263	0.006000	NE
cds_SP5448_00260	35	173	15	177	0.001000	NE
cds_SP5448_00265	3	57	20	552	0.156000	U
cds_SP5448_00270	8	90	25	237	0.001000	NE
cds_SP5448_00280	1	78	53	634	0.928000	U
cds_SP5448_00285	6	41	20	223	0.001000	NE
cds_SP5448_00290	2	38	21	217	0.002000	NE
cds_SP5448_00295	0	150	150	1768	1.000000	E
cds_SP5448_00300	14	148	35	647	0.214000	U
cds_SP5448_00305	13	67	13	165	0.001000	NE
cds_SP5448_00310	25	106	18	195	0.001000	NE
cds_SP5448_00315	0	13	13	288	0.930000	U
cds_SP5448_00320	0	31	31	613	0.832000	U
cds_SP5448_00325	0	31	31	613	0.817000	U
cds_SP5448_00330	0	15	15	287	0.926000	U
cds_SP5448_00335	0	47	47	828	0.969000	U
cds_SP5448_00340	0	14	14	273	0.933000	U
cds_SP5448_00345	0	20	20	333	0.900000	U
cds_SP5448_00350	0	34	34	640	0.859000	U
cds_SP5448_00355	0	27	27	409	0.860000	U
cds_SP5448_00360	0	7	7	192	0.920000	U
cds_SP5448_00365	0	22	22	252	0.965000	U
cds_SP5448_00370	0	21	21	333	0.895000	U
cds_SP5448_00375	0	22	22	298	0.954000	U
cds_SP5448_00380	0	34	34	532	0.882000	U
cds_SP5448_00385	0	10	10	180	0.920000	U
cds_SP5448_00390	0	24	24	393	0.839000	U
cds_SP5448_00395	0	36	36	528	0.894000	U
cds_SP5448_00400	0	19	19	342	0.871000	U
cds_SP5448_00405	0	25	25	486	0.769000	U
cds_SP5448_00410	0	16	16	171	0.942000	U
cds_SP5448_00415	0	29	29	424	0.861000	U
cds_SP5448_00420	0	117	117	1297	1.000000	E
cds_SP5448_00425	0	46	46	628	0.956000	U
cds_SP5448_00430	0	15	15	181	0.944000	U
cds_SP5448_00435	0	9	9	109	-1.000000	S
cds_SP5448_00440	0	23	23	357	0.878000	U
cds_SP5448_00445	0	19	19	378	0.754000	U
cds_SP5448_00450	0	67	67	919	0.995000	E
cds_SP5448_00455	0	23	23	380	0.820000	U
cds_SP5448_00465	24	91	12	210	0.001000	NE
cds_SP5448_00470	0	2	2	59	-1.000000	S
cds_SP5448_00475	23	186	28	547	0.065000	U
