name,type,original_reads,reads,one_hits,failed,samples,rpm,count_table
hpgl0904,def,0,7211060,7152064,58996,0,0.139819777899079,hpgl0904-def.count.xz
hpgl0904,v0M1,0,7211060,6738278,212015,260767,0.148405868680396,hpgl0904-v0M1.count.xz
