name,type,original_reads,reads,one_hits,failed,samples,rpm,count_table
hpgl0899,v0M1,0,9145853,8736502,182374,226977,0.114462287080115,hpgl0899-v0M1.count.xz
hpgl0899,def,0,9145853,9093943,51910,0,0.109963301947241,hpgl0899-def.count.xz
